Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Line  Start,Packaging Line Finish,Packaging  Final Check Date,BRR Start Date,BRR End Date,QA Release Date,Product,Batch Status,PO Create to PO Release,PO Release to Pkg Start,Pkg Start to Pkg Finish,Pkg Finish to Pkg Final Check,Pkg Final Check to BRR Begin,BRR Begin To BRR Finish,BRR Finish to QP Release,FG E2E,Check
10120475H0538/02,3081517,ZSP1,10120475,CER 50MCG/0.3ML + SD 3ASRG CLIN-TR,25-Nov-16,H0538/02,7-Dec-16,16-Dec-16,16-Dec-16,19-Dec-16,20-Dec-16,0,0,CER ,0,12,9,0,3,1,0,0,0,0
10120743H0662/02,3081526,ZSP1,10120743,RECORMON 5000IU/0.3ML 6ASRG CN,25-Nov-16,H0662/02,5-Dec-16,18-Dec-16,18-Dec-16,19-Dec-16,20-Dec-16,0,0,RECORMON ,0,10,13,0,1,1,0,0,0,0
10110689H0662H08,3081529,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,25-Nov-16,H0662H08,13-Dec-16,16-Dec-16,16-Dec-16,19-Dec-16,20-Dec-16,22-Dec-16,22-Dec-16,RECORMON ,7,18,3,0,3,1,2,0,27,TRUE
10132791H0663H02,3081542,ZSP1,10132791,RECORMON 5000IU/0.3ML 6ASRG FA,25-Nov-16,H0663H02,13-Dec-16,18-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,21-Dec-16,22-Dec-16,RECORMON ,7,18,5,1,0,0,2,1,27,TRUE
10169201H0184H01,3083450,ZSP1,10169201,PERJETA 420MG/14ML 1VIAL IT-CLIN,6-Dec-16,H0184H01,6-Dec-16,16-Dec-16,16-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,PERJETA ,2,0,10,0,3,0,0,1,14,TRUE
10169193H0184H06,3083456,ZSP1,10169193,PERJETA 420MG/14ML 1VIAL DE,6-Dec-16,H0184H06,7-Dec-16,16-Dec-16,19-Dec-16,19-Dec-16,22-Dec-16,27-Dec-16,28-Dec-16,PERJETA ,2,1,9,3,0,3,5,1,22,TRUE
10174963H0711H05,3083525,ZSP1,10174963,RECORMON 50000IU 1VILY PRISA,8-Dec-16,H0711H05,8-Dec-16,16-Dec-16,19-Dec-16,19-Dec-16,3-Jan-17,13-Feb-17,13-Feb-17,RECORMON ,7,0,8,3,0,15,41,0,67,TRUE
10110689H0663H01,3083612,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,13-Dec-16,H0663H01,13-Dec-16,16-Dec-16,16-Dec-16,19-Dec-16,20-Dec-16,21-Dec-16,22-Dec-16,RECORMON ,7,0,3,0,3,1,1,1,9,TRUE
10095576H0025H03,3080581,ZSP1,10095576,MIRCERA 360MCG/0.6ML 1ASRG ELL,27-Oct-16,H0025H03,14-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,5-Jan-17,30-Jan-17,31-Jan-17,MIRCERA ,7,48,5,0,1,16,25,1,96,TRUE
10126179H1095H06,3080672,ZSP1,10126179,BONDRONA 6MG/6ML 1VIAL UA,27-Oct-16,H1095H06,29-Nov-16,19-Dec-16,20-Dec-16,20-Dec-16,28-Dec-16,29-Dec-16,2-Jan-17,BONDRONA ,7,33,20,1,0,8,1,4,67,TRUE
10159194N2000H04,3080719,ZSP1,10159194,HERCEPTI 150MG 1VILY IV IT-CLIN,27-Oct-16,N2000H04,7-Dec-16,19-Dec-16,20-Dec-16,21-Dec-16,27-Dec-16,29-Dec-16,30-Dec-16,HERCEPTI ,7,41,12,1,1,6,2,1,64,TRUE
10169200H0186H07,3080808,ZSP1,10169200,PERJETA 420MG/14ML 1VIAL HU,27-Oct-16,H0186H07,12-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,PERJETA ,7,46,7,0,1,1,1,0,56,TRUE
10169198H0186H03,3080809,ZSP1,10169198,PERJETA 420MG/14ML 1VIAL GB-IE,27-Oct-16,H0186H03,12-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,PERJETA ,7,46,7,0,0,2,1,0,56,TRUE
10173697H0576H11,3080824,ZSP1,10173697,MIRCERA 100MCG/0.3ML 1ASRG AU,27-Oct-16,H0576H11,1-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,22-Dec-16,23-Dec-16,27-Dec-16,MIRCERA ,7,35,19,0,1,1,1,4,61,TRUE
10169194H0186H02,3080844,ZSP1,10169194,PERJETA 420MG/14ML 1VIAL DK-NO-IS,27-Oct-16,H0186H02,12-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,PERJETA ,7,46,7,0,0,2,1,0,56,TRUE
10169203H0186H04,3080845,ZSP1,10169203,PERJETA 420MG/14ML 1VIAL PL,27-Oct-16,H0186H04,12-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,PERJETA ,7,46,7,0,1,1,1,0,56,TRUE
10169208H0186H05,3080848,ZSP1,10169208,PERJETA 420MG/14ML 1VIAL SI,27-Oct-16,H0186H05,12-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,22-Dec-16,23-Dec-16,27-Dec-16,PERJETA ,7,46,7,0,1,2,1,4,61,TRUE
10169209H0186H06,3080849,ZSP1,10169209,PERJETA 420MG/14ML 1VIAL BG,27-Oct-16,H0186H06,12-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,PERJETA ,7,46,7,0,1,3,0,4,61,TRUE
10095575H0025H02,3081449,ZSP1,10095575,MIRCERA 360MCG/.6ML 1 ASRG BE-NL,25-Nov-16,H0025H02,14-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,5-Jan-17,30-Jan-17,31-Jan-17,MIRCERA ,7,19,5,0,1,16,25,1,67,TRUE
10108989H6269H02,3081477,ZSP1,10108989,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,25-Nov-16,H6269H02,9-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,29-Dec-16,30-Dec-16,NEORECOR ,7,14,11,0,1,7,1,1,35,TRUE
10107679H0855H09,3081486,ZSP1,10107679,RECORMON 2000IU/0.3ML 6ASRG KZ,25-Nov-16,H0855H09,14-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,22-Dec-16,27-Dec-16,RECORMON ,7,19,5,0,0,1,2,5,32,TRUE
10112508H0025H04,3081516,ZSP1,10112508,MIRCERA 360MCG/.6ML 1 ASRG SE-FI,25-Nov-16,H0025H04,14-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,5-Jan-17,30-Jan-17,31-Jan-17,MIRCERA ,7,19,5,0,1,16,25,1,67,TRUE
10125525H0857H05,3081531,ZSP1,10125525,RECORMON 2000IU/0.3ML 6ASRG UA,25-Nov-16,H0857H05,15-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,20-Dec-16,23-Dec-16,23-Dec-16,RECORMON ,7,20,4,0,1,0,3,0,28,TRUE
10128554H0025H01,3081540,ZSP1,10128554,MIRCERA 360MCG/0.6ML 1ASRG PT,25-Nov-16,H0025H01,14-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,5-Jan-17,30-Jan-17,31-Jan-17,MIRCERA ,7,19,5,0,1,16,25,1,67,TRUE
10140265H0636H10,3081541,ZSP1,10140265,RECORMON 30000IU/0.6ML 1ASRG PE,25-Nov-16,H0636H10,5-Dec-16,19-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,23-Dec-16,27-Dec-16,RECORMON ,7,10,14,1,0,1,2,4,32,TRUE
10174961H0712H01,3081585,ZSP1,10174961,NEORECOR 50000IU 1VILY PL,25-Nov-16,H0712H01,15-Dec-16,19-Dec-16,4-Jan-17,4-Jan-17,9-Jan-17,7-Feb-17,7-Feb-17,NEORECOR ,7,20,4,16,0,5,29,0,74,TRUE
10061978H1098H14,3082849,ZSP1,10061978,BONDRONA 6MG/6ML 1VIAL CZ,28-Nov-16,H1098H14,12-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,BONDRONA ,7,14,8,0,1,7,2,3,35,TRUE
10075590H1098H13,3082851,ZSP1,10075590,BONDRONA 6MG/6ML 1VIAL EFA-F,28-Nov-16,H1098H13,29-Nov-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,BONDRONA ,7,1,21,0,1,7,2,3,35,TRUE
10107679H0857H04,3083530,ZSP1,10107679,RECORMON 2000IU/0.3ML 6ASRG KZ,9-Dec-16,H0857H04,15-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,21-Dec-16,29-Dec-16,30-Dec-16,RECORMON ,7,6,4,0,1,1,8,1,21,TRUE
10110622H0857H01,3083536,ZSP1,10110622,NEORECOR 2000IU/0.3ML 6ASRG AU-NZ,9-Dec-16,H0857H01,12-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,19-Dec-16,21-Dec-16,21-Dec-16,NEORECOR ,7,3,7,0,0,0,2,0,12,TRUE
10161798H0554H01,3083548,ZSP1,10161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,12-Dec-16,H0554H01,15-Dec-16,19-Dec-16,19-Dec-16,20-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,MIRCERA ,2,3,4,0,1,1,1,0,10,TRUE
10159228H4770H03,3080715,ZSP1,10159228,HERCEPTI 150MG 1VILY IV BE,27-Oct-16,H4770H03,8-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,22-Dec-16,23-Dec-16,23-Dec-16,HERCEPTI ,7,42,12,0,1,1,1,0,57,TRUE
10159187N2000H05,3080743,ZSP1,10159187,HERCEPTI 150MG 1VILY IV FR-CLIN,27-Oct-16,N2000H05,7-Dec-16,20-Dec-16,21-Dec-16,21-Dec-16,27-Dec-16,28-Dec-16,29-Dec-16,HERCEPTI ,7,41,13,1,0,6,1,1,63,TRUE
10159255H4768H06,3080762,ZSP1,10159255,HERCEPTI 150MG 1VILY IV SK,27-Oct-16,H4768H06,9-Dec-16,21-Dec-16,21-Dec-16,21-Dec-16,23-Dec-16,27-Dec-16,28-Dec-16,HERCEPTI ,7,43,12,0,0,2,4,1,62,TRUE
10159248H4770H04,3080792,ZSP1,10159248,HERCEPTI 150MG 1VILY IV NL,27-Oct-16,H4770H04,8-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,23-Dec-16,27-Dec-16,28-Dec-16,HERCEPTI ,7,42,12,0,1,2,4,1,62,TRUE
10085298H0584H07,3081433,ZSP1,10085298,MIRCERA 100MCG/.3ML 1 ASRG AR,25-Nov-16,H0584H07,16-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,29-Dec-16,30-Dec-16,MIRCERA ,7,21,4,0,1,7,1,1,35,TRUE
10095631H0576H13,3081435,ZSP1,10095631,MIRCERA 100MCG/.3ML 1 ASRG GB-IE-GRCY,25-Nov-16,H0576H13,1-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,29-Dec-16,30-Dec-16,MIRCERA ,7,6,19,0,1,7,1,1,35,TRUE
10095627H0576H15,3081452,ZSP1,10095627,MIRCERA 100MCG/.3ML 1 ASRG ELL,25-Nov-16,H0576H15,14-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,MIRCERA ,7,19,6,0,1,7,2,3,38,TRUE
10107349H0554H11,3081482,ZSP1,10107349,MIRCERA 30MCG/.3ML 1 ASRG FE-36,25-Nov-16,H0554H11,16-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,4-Jan-17,4-Jan-17,MIRCERA ,7,21,4,0,1,7,7,0,40,TRUE
10109017H6217H10,3081494,ZSP1,10109017,NEORECOR 6000IU/0.3ML 1ASRG FR-CLIN,25-Nov-16,H6217H10,9-Dec-16,20-Dec-16,21-Dec-16,21-Dec-16,29-Dec-16,29-Dec-16,30-Dec-16,NEORECOR ,7,14,11,1,0,8,0,1,35,TRUE
10112466H0576H14,3081528,ZSP1,10112466,MIRCERA 100MCG/.3ML 1 ASRG DK-NO-IS,25-Nov-16,H0576H14,8-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,MIRCERA ,7,13,12,0,1,7,2,3,38,TRUE
10142031H0576H12,3081536,ZSP1,10142031,MIRCERA 100MCG/0.3ML 1ASRG CL,25-Nov-16,H0576H12,1-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,MIRCERA ,7,6,19,0,1,7,0,1,34,TRUE
10161801H0555H03,3081563,ZSP1,10161801,MIRCERA 30MCG/0.3ML 1ASRG US-WDY,25-Nov-16,H0555H03,15-Dec-16,20-Dec-16,21-Dec-16,4-Jan-17,10-Jan-17,24-Jan-17,27-Jan-17,MIRCERA ,2,20,5,1,14,6,14,3,63,TRUE
10167358B2008H07,3081667,ZSP1,10167358,NEORECOR 2000IU/0.3ML 1ASRG FR-CLIN,25-Nov-16,B2008H07,9-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,29-Dec-16,3-Jan-17,4-Jan-17,NEORECOR ,7,14,11,0,1,8,5,1,40,TRUE
10061974H1098H15,3082852,ZSP1,10061974,BONDRONA 6MG/6ML 1VIAL AT,28-Nov-16,H1098H15,12-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,BONDRONA ,7,14,8,0,1,7,2,3,35,TRUE
10167358B2010H01,3083468,ZSP1,10167358,NEORECOR 2000IU/0.3ML 1ASRG FR-CLIN,6-Dec-16,B2010H01,9-Dec-16,20-Dec-16,20-Dec-16,21-Dec-16,29-Dec-16,3-Jan-17,4-Jan-17,NEORECOR ,7,3,11,0,1,8,5,1,29,TRUE
10159232H4771H01,3080718,ZSP1,10159232,HERCEPTI 150MG 1VILY IV DE,27-Oct-16,H4771H01,8-Dec-16,22-Dec-16,22-Dec-16,23-Dec-16,27-Dec-16,10-Jan-17,10-Jan-17,HERCEPTI ,7,42,14,0,1,4,14,0,75,TRUE
10159236H4768H01,3080723,ZSP1,10159236,HERCEPTI 150MG 1VILY IV ES,27-Oct-16,H4768H01,8-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,27-Dec-16,4-Jan-17,5-Jan-17,HERCEPTI ,7,42,13,0,1,5,8,1,70,TRUE
10159235H4768H02,3080724,ZSP1,10159235,HERCEPTI 150MG 1VILY IV ELL,27-Oct-16,H4768H02,8-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,HERCEPTI ,7,42,13,0,1,5,0,1,62,TRUE
10167583H6333H01,3080779,ZSP1,10167583,RECORMON 2000IU/.3ML 6 ASRG TW,27-Oct-16,H6333H01,20-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,RECORMON ,7,54,1,1,0,6,0,1,63,TRUE
10159248H4768H03,3080787,ZSP1,10159248,HERCEPTI 150MG 1VILY IV NL,27-Oct-16,H4768H03,8-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,HERCEPTI ,7,42,13,0,1,7,1,3,67,TRUE
10159250H4768H04,3080789,ZSP1,10159250,HERCEPTI 150MG 1VILY IV PL,27-Oct-16,H4768H04,8-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,23-Dec-16,27-Dec-16,28-Dec-16,HERCEPTI ,7,42,13,0,1,1,4,1,62,TRUE
10079911H6280H04,3081398,ZSP1,10079911,BONVIVA 3MG/3ML 1ASRG AT,14-Nov-16,H6280H04,21-Nov-16,21-Dec-16,23-Dec-16,23-Dec-16,28-Dec-16,5-Jan-17,9-Jan-17,BONVIVA ,7,7,30,2,0,5,8,4,56,TRUE
10159232H4768H05,3081418,ZSP1,10159232,HERCEPTI 150MG 1VILY IV DE,16-Nov-16,H4768H05,8-Dec-16,21-Dec-16,22-Dec-16,22-Dec-16,27-Dec-16,5-Jan-17,9-Jan-17,HERCEPTI ,7,22,13,1,0,5,9,4,54,TRUE
10108944H6212H19,3081471,ZSP1,10108944,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,25-Nov-16,H6212H19,8-Dec-16,21-Dec-16,21-Dec-16,21-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,NEORECOR ,7,13,13,0,0,8,1,3,38,TRUE
10110608H6212H20,3081502,ZSP1,10110608,RECORMON 10000IU/.6ML 6 ASRG CH,25-Nov-16,H6212H20,8-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,RECORMON ,7,13,13,0,1,7,1,3,38,TRUE
10161797H0556H02,3081554,ZSP1,10161797,MIRCERA 150MCG/0.3ML 1ASRG US-WDY,25-Nov-16,H0556H02,8-Dec-16,21-Dec-16,23-Dec-16,27-Dec-16,28-Dec-16,5-Jan-17,9-Jan-17,MIRCERA ,2,13,13,2,4,1,8,4,45,TRUE
10171229H6212H21,3081573,ZSP1,10171229,RECORMON 10000IU/0.6ML 6ASRG FE-24,25-Nov-16,H6212H21,16-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,RECORMON ,7,21,5,0,1,7,1,3,38,TRUE
10066442H0513H03,3082833,ZSP1,10066442,BONDRONA 2MG/2ML 1VIAL DE,28-Nov-16,H0513H03,12-Dec-16,21-Dec-16,21-Dec-16,21-Dec-16,29-Dec-16,4-Jan-17,5-Jan-17,BONDRONA ,7,14,9,0,0,8,6,1,38,TRUE
10167583H6331H03,3083688,ZSP1,10167583,RECORMON 2000IU/.3ML 6 ASRG TW,16-Dec-16,H6331H03,20-Dec-16,21-Dec-16,21-Dec-16,22-Dec-16,27-Dec-16,29-Dec-16,30-Dec-16,RECORMON ,7,4,1,0,1,5,2,1,14,TRUE
10159239H4773H02,3080790,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,27-Oct-16,H4773H02,8-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,HERCEPTI ,7,42,15,0,4,2,1,3,67,TRUE
10159253H4780H02,3080791,ZSP1,10159253,HERCEPTI 150MG 1VILY IV RO,27-Oct-16,H4780H02,12-Dec-16,22-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,10-Jan-17,10-Jan-17,HERCEPTI ,7,46,10,1,0,4,14,0,75,TRUE
10159232H4773H01,3081417,ZSP1,10159232,HERCEPTI 150MG 1VILY IV DE,16-Nov-16,H4773H01,8-Dec-16,22-Dec-16,22-Dec-16,23-Dec-16,27-Dec-16,28-Dec-16,29-Dec-16,HERCEPTI ,7,22,14,0,1,4,1,1,43,TRUE
10159239H4780H01,3081420,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,16-Nov-16,H4780H01,12-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,HERCEPTI ,7,26,11,0,4,2,1,3,47,TRUE
10167583H6334H01,3083689,ZSP1,10167583,RECORMON 2000IU/.3ML 6 ASRG TW,16-Dec-16,H6334H01,20-Dec-16,22-Dec-16,22-Dec-16,23-Dec-16,27-Dec-16,5-Jan-17,9-Jan-17,RECORMON ,7,4,2,0,1,4,9,4,24,TRUE
10120745H0856/01,3083702,ZSP1,10120745,RECORMON 2000IU/0.3ML 6ASRG CN,16-Dec-16,H0856/01,21-Dec-16,22-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,0,0,RECORMON ,0,5,1,1,0,4,0,0,0,0
10133182H6334H02,3080691,ZSP1,10133182,RECORMON 2000IU/0.3ML 6ASRG MY,27-Oct-16,H6334H02,20-Dec-16,23-Dec-16,27-Dec-16,28-Dec-16,29-Dec-16,3-Jan-17,4-Jan-17,RECORMON ,7,54,3,4,1,1,5,1,69,TRUE
10095656H0553H11,3081439,ZSP1,10095656,MIRCERA 200MCG/.3ML 1 ASRG ELL,25-Nov-16,H0553H11,8-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,30-Dec-16,3-Jan-17,MIRCERA ,7,13,19,0,0,1,2,4,39,TRUE
10107681H0553H15,3081470,ZSP1,10107681,MIRCERA 200MCG/.3ML 1 ASRG EFA-36,25-Nov-16,H0553H15,19-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,29-Dec-16,2-Jan-17,MIRCERA ,7,24,8,0,0,1,1,4,38,TRUE
10120745H0857/01,3081532,ZSP1,10120745,RECORMON 2000IU/0.3ML 6ASRG CN,25-Nov-16,H0857/01,21-Dec-16,23-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,0,0,RECORMON ,0,26,2,0,0,4,0,0,0,0
10084182H6282H07,3081586,ZSP1,10084182,BONVIVA 3MG/3ML 1ASRG MX,25-Nov-16,H6282H07,9-Dec-16,23-Dec-16,23-Dec-16,23-Dec-16,30-Dec-16,4-Jan-17,9-Jan-17,BONVIVA ,7,14,14,0,0,7,5,5,45,TRUE
10074424H6278H04,3082757,ZSP1,10074424,BONVIVA 3MG/3ML 1ASRG IT-CLIN,28-Nov-16,H6278H04,9-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,30-Dec-16,5-Jan-17,9-Jan-17,BONVIVA ,7,11,14,0,4,3,6,4,42,TRUE
10071606H6278H05,3082780,ZSP1,10071606,BONVIVA 3MG/3ML 1ASRG GB-IE,28-Nov-16,H6278H05,9-Dec-16,23-Dec-16,23-Dec-16,27-Dec-16,30-Dec-16,4-Jan-17,9-Jan-17,BONVIVA ,7,11,14,0,4,3,5,5,42,TRUE
10159241H4780H05,3080722,ZSP1,10159241,HERCEPTI 150MG 1VILY IV GR,27-Oct-16,H4780H05,12-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,29-Dec-16,30-Dec-16,HERCEPTI ,7,46,15,0,0,1,1,1,64,TRUE
10159243H4780H04,3080725,ZSP1,10159243,HERCEPTI 150MG 1VILY IV HU,27-Oct-16,H4780H04,12-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,29-Dec-16,30-Dec-16,2-Jan-17,HERCEPTI ,7,46,15,0,0,2,1,3,67,TRUE
10159256H4780H03,3080751,ZSP1,10159256,HERCEPTI 150MG 1VILY IV SI,27-Oct-16,H4780H03,12-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,HERCEPTI ,7,46,15,0,0,1,2,3,67,TRUE
10095661H0553H13,3081461,ZSP1,10095661,MIRCERA 200MCG/.3ML 1 ASRG IT-PU,25-Nov-16,H0553H13,8-Dec-16,27-Dec-16,28-Dec-16,28-Dec-16,30-Dec-16,30-Dec-16,3-Jan-17,MIRCERA ,7,13,19,1,0,2,0,4,39,TRUE
10098949H0553H10,3081469,ZSP1,10098949,MIRCERA 200MCG/.3ML 1 ASRG DE,25-Nov-16,H0553H10,8-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,3-Jan-17,3-Jan-17,MIRCERA ,7,13,19,0,0,1,6,0,39,TRUE
10095660H0553H12,3081472,ZSP1,10095660,MIRCERA 200MCG/.3ML 1 ASRG GB-IE-GRCY,25-Nov-16,H0553H12,8-Dec-16,27-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,30-Dec-16,3-Jan-17,MIRCERA ,7,13,19,0,0,1,2,4,39,TRUE
10168737B3013H21,3081701,ZSP1,10168737,ROACTEM 400MG/20ML 1VIAL IV IT-CLIN,25-Nov-16,B3013H21,16-Dec-16,27-Dec-16,27-Dec-16,28-Dec-16,28-Dec-16,30-Dec-16,2-Jan-17,ROACTEM ,7,21,11,0,1,0,2,3,38,TRUE
10095599H0592H50,3081451,ZSP1,10095599,MIRCERA 75MCG/.3ML 1 ASRG ES-PT,25-Nov-16,H0592H50,19-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,30-Dec-16,3-Jan-17,4-Jan-17,MIRCERA ,7,24,9,0,1,1,4,1,40,TRUE
10095623H0592H49,3081455,ZSP1,10095623,MIRCERA 75MCG/.3ML 1 ASRG RO-BG-PL,25-Nov-16,H0592H49,19-Dec-16,28-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,3-Jan-17,4-Jan-17,MIRCERA ,7,24,9,0,0,1,5,1,40,TRUE
10110603H0619H01,3081496,ZSP1,10110603,RECORMON 6000IU/.3ML 6 ASRG FE,25-Nov-16,H0619H01,9-Dec-16,29-Dec-16,29-Dec-16,29-Dec-16,4-Jan-17,9-Jan-17,10-Jan-17,RECORMON ,7,14,20,0,0,6,5,1,46,TRUE
10110663H0575H02,3081506,ZSP1,10110663,RECORMON 3000IU/.3ML 6 ASRG FE,25-Nov-16,H0575H02,15-Dec-16,29-Dec-16,29-Dec-16,29-Dec-16,2-Jan-17,9-Jan-17,10-Jan-17,RECORMON ,7,20,14,0,0,4,7,1,46,TRUE
10110662H0575H03,3081508,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,25-Nov-16,H0575H03,15-Dec-16,29-Dec-16,29-Dec-16,29-Dec-16,4-Jan-17,9-Jan-17,10-Jan-17,RECORMON ,7,20,14,0,0,6,5,1,46,TRUE
10112506H0553H14,3081514,ZSP1,10112506,MIRCERA 200MCG/.3ML 1 ASRG SE-FI,25-Nov-16,H0553H14,8-Dec-16,28-Dec-16,28-Dec-16,28-Dec-16,30-Dec-16,30-Dec-16,3-Jan-17,MIRCERA ,7,13,20,0,0,2,0,4,39,TRUE
10110668H0592H55,3081521,ZSP1,10110668,MIRCERA 75MCG/.3ML 1 ASRG IN,25-Nov-16,H0592H55,22-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,4-Jan-17,9-Jan-17,10-Jan-17,MIRCERA ,7,27,6,0,1,6,5,1,46,TRUE
10142054H0857H08,3081535,ZSP1,10142054,RECORMON 2000IU/0.3ML 6ASRG PRISA,25-Nov-16,H0857H08,21-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,2-Jan-17,4-Jan-17,9-Jan-17,RECORMON ,7,26,7,0,1,4,2,5,45,TRUE
10167316B2003H02,3081568,ZSP1,10167316,NEORECOR 3000IU/0.3ML 6ASRG RO-BG-PL,25-Nov-16,B2003H02,20-Dec-16,28-Dec-16,29-Dec-16,29-Dec-16,3-Jan-17,4-Jan-17,5-Jan-17,NEORECOR ,7,25,8,1,0,5,1,1,41,TRUE
10168734B3013H24,3081626,ZSP1,10168734,ROACTEM 400MG/20ML 1VIAL IV GR,25-Nov-16,B3013H24,19-Dec-16,28-Dec-16,29-Dec-16,29-Dec-16,30-Dec-16,4-Jan-17,9-Jan-17,ROACTEM ,7,24,9,1,0,1,5,5,45,TRUE
10169937B3013H25,3081641,ZSP1,10169937,ROACTEM 400MG/20ML 1VIAL IV HU,25-Nov-16,B3013H25,22-Dec-16,27-Dec-16,28-Dec-16,28-Dec-16,5-Jan-17,9-Jan-17,10-Jan-17,ROACTEM ,7,27,5,1,0,8,4,1,46,TRUE
10168731B3013H22,3081702,ZSP1,10168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,25-Nov-16,B3013H22,16-Dec-16,28-Dec-16,28-Dec-16,29-Dec-16,4-Jan-17,9-Jan-17,10-Jan-17,ROACTEM ,7,21,12,0,1,6,5,1,46,TRUE
