Key,Process Order Number,Order Type (packaging or repackaging),Material Number,Product Name,Process Order Creation Date,Batch Number,Process Order Release Date,Packaging Start Date,Packaging End Date,Packaging Head Pkg Sigoff,BRR Start,BRR End,QA Release Date,Product,Batch Status,PO Crearte to Release,Release to Pkg Start,Pkg Start to Finish,PKG Finish to BRR Begin,BRR Start To Finish,BRR Finish to QP Release,FG E2E,Check
10079911H6276H17,3080589,ZSP1,10079911,BONVIVA 3MG/3ML 1ASRG AT,10/27/2016,H6276H17,11/17/2016,11/28/2016,11/28/2016,11/29/2016,12/1/2016,12/2/2016,12/2/2016,BONVIVA,7,21,11,1,2,1,0,36,TRUE
10108983H0634H28,3080593,ZSP1,10108983,NEORECOR 30000IU/.6ML 4 ASRG DEATBENL,10/27/2016,H0634H28,11/8/2016,11/28/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,NEORECOR,7,12,20,1,1,1,1,36,TRUE
10108984H0636H02,3080596,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,10/27/2016,H0636H02,11/25/2016,11/28/2016,11/29/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,NEORECOR,7,29,3,1,1,1,1,36,TRUE
10108986H0634H30,3080597,ZSP1,10108986,NEORECOR 30000IU/.6ML 4 ASRG GB-IE-GRCY,10/27/2016,H0634H30,11/25/2016,11/28/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,NEORECOR,7,29,3,1,1,1,1,36,TRUE
10083426H6279H20,3080601,ZSP1,10083426,BONVIVA 3MG/3ML 1ASRG EFA,10/27/2016,H6279H20,11/9/2016,11/28/2016,11/28/2016,11/28/2016,12/2/2016,12/2/2016,12/5/2016,BONVIVA,7,13,19,0,4,0,3,39,TRUE
10110655H0854H02,3080656,ZSP1,10110655,RECORMON 2000IU/0.3ML 6ASRG VN,10/27/2016,H0854H02,11/17/2016,11/28/2016,11/28/2016,11/29/2016,12/2/2016,12/5/2016,12/6/2016,RECORMON,7,21,11,1,3,3,1,40,TRUE
10132790H0855H01,3080674,ZSP1,10132790,RECORMON 2000IU/0.3ML 6ASRG FA,10/27/2016,H0855H01,11/17/2016,11/28/2016,11/28/2016,11/29/2016,11/30/2016,12/6/2016,12/6/2016,RECORMON,7,21,11,1,1,6,0,40,TRUE
10149881H0855H02,3080704,ZSP1,10149881,RECORMON 2000IU/0.3ML 6ASRG EFAPIL,10/27/2016,H0855H02,11/17/2016,11/28/2016,11/28/2016,11/30/2016,12/1/2016,12/2/2016,12/2/2016,RECORMON,7,21,11,2,1,1,0,36,TRUE
10159194N2000H03,3080716,ZSP1,10159194,HERCEPTI 150MG 1VILY IV IT-CLIN,10/27/2016,N2000H03,11/24/2016,11/28/2016,11/28/2016,11/29/2016,12/1/2016,12/2/2016,12/5/2016,HERCEPTI,7,28,4,1,2,1,3,39,TRUE
10167583H6331H02,3080776,ZSP1,10167583,RECORMON 2000IU/.3ML 6 ASRG TW,10/27/2016,H6331H02,11/18/2016,11/26/2016,11/28/2016,11/28/2016,11/29/2016,12/1/2016,12/2/2016,RECORMON,7,22,8,2,1,2,1,36,TRUE
10174961H0711H01,3080818,ZSP1,10174961,NEORECOR 50000IU 1VILY PL,10/27/2016,H0711H01,11/24/2016,11/28/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,NEORECOR,7,28,4,8,1,2,3,46,TRUE
10108984H0634H31,3081445,ZSP1,10108984,NEORECOR 30000IU/.6ML 4 ASRG ES-PT,11/25/2016,H0634H31,11/25/2016,11/28/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,NEORECOR,7,0,3,1,1,1,1,7,TRUE
10167338B2003H01,3079669,ZSP1,10167338,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,9/27/2016,B2003H01,11/14/2016,11/30/2016,11/30/2016,12/1/2016,12/1/2016,12/7/2016,12/8/2016,NEORECOR,7,48,16,1,0,6,1,72,TRUE
10110651H0855H03,3080637,ZSP1,10110651,RECORMON 2000IU/.3ML 6 ASRG PH,10/27/2016,H0855H03,11/25/2016,11/28/2016,11/29/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,RECORMON,7,29,3,1,1,1,1,36,TRUE
10110689H0662H02,3080682,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,10/27/2016,H0662H02,11/23/2016,11/29/2016,11/29/2016,11/29/2016,12/1/2016,12/9/2016,12/12/2016,RECORMON,7,27,6,0,2,8,3,46,TRUE
10125526H0636H03,3080686,ZSP1,10125526,RECORMON 30000IU/0.6ML 4ASRG UA,10/27/2016,H0636H03,11/25/2016,11/29/2016,11/29/2016,11/30/2016,12/1/2016,12/5/2016,12/6/2016,RECORMON,7,29,4,1,1,4,1,40,TRUE
10147697H0592H41,3080703,ZSP1,10147697,MIRCERA 75MCG/.3ML 3 ASRG DE,10/27/2016,H0592H41,11/3/2016,11/30/2016,11/30/2016,12/1/2016,12/2/2016,12/5/2016,12/6/2016,MIRCERA,7,7,27,1,1,3,1,40,TRUE
10147695H0554H09,3080705,ZSP1,10147695,MIRCERA 30MCG/.3ML 3 ASRG DE,10/27/2016,H0554H09,11/14/2016,11/29/2016,11/30/2016,12/1/2016,12/2/2016,12/5/2016,12/6/2016,MIRCERA,7,18,15,2,1,3,1,40,TRUE
10159226H4769H01,3080712,ZSP1,10159226,HERCEPTI 150MG 1VILY IV AT,10/27/2016,H4769H01,11/22/2016,11/28/2016,11/29/2016,11/29/2016,12/1/2016,12/2/2016,12/5/2016,HERCEPTI,7,26,6,1,2,1,3,39,TRUE
10159253H4769H04,3080727,ZSP1,10159253,HERCEPTI 150MG 1VILY IV RO,10/27/2016,H4769H04,11/22/2016,11/29/2016,11/29/2016,11/29/2016,12/2/2016,12/2/2016,12/5/2016,HERCEPTI,7,26,7,0,3,0,3,39,TRUE
10167338B2002H08,3081394,ZSP1,10167338,NEORECOR 4000IU/0.3ML 1ASRG FR-CLIN,11/14/2016,B2002H08,11/14/2016,11/29/2016,11/30/2016,11/30/2016,12/1/2016,12/7/2016,12/8/2016,NEORECOR,7,0,15,1,1,6,1,24,TRUE
10079911H6278H03,3081397,ZSP1,10079911,BONVIVA 3MG/3ML 1ASRG AT,11/14/2016,H6278H03,11/17/2016,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/9/2016,12/12/2016,BONVIVA,7,3,11,2,1,8,3,28,TRUE
10159253H4770H01,3081416,ZSP1,10159253,HERCEPTI 150MG 1VILY IV RO,11/16/2016,H4770H01,11/24/2016,11/29/2016,11/29/2016,11/29/2016,12/1/2016,12/2/2016,12/5/2016,HERCEPTI,7,8,5,0,2,1,3,19,TRUE
10110689H0661H02,3081430,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,11/23/2016,H0661H02,11/23/2016,11/29/2016,11/29/2016,11/29/2016,12/1/2016,12/1/2016,12/2/2016,RECORMON,7,0,6,0,2,0,1,9,TRUE
10110689H0660H08,3081444,ZSP1,10110689,RECORMON 5000IU/.3ML 6 ASRG PH,11/23/2016,H0660H08,11/23/2016,11/29/2016,11/29/2016,11/30/2016,12/1/2016,12/1/2016,12/2/2016,RECORMON,7,0,6,1,1,0,1,9,TRUE
10159232H4767H04,3082842,ZSP1,10159232,HERCEPTI 150MG 1VILY IV DE,11/28/2016,H4767H04,11/28/2016,11/29/2016,11/30/2016,12/1/2016,12/1/2016,12/7/2016,12/8/2016,HERCEPTI,7,0,1,2,0,6,1,10,TRUE
10097663H6282H02,3079746,ZSP1,10097663,BONVIVA 3MG/3ML 1 ASRG PK,9/28/2016,H6282H02,11/25/2016,11/30/2016,11/30/2016,12/1/2016,12/8/2016,12/22/2016,12/22/2016,BONVIVA,7,58,5,1,7,14,0,85,TRUE
10108989H6267H05,3080598,ZSP1,10108989,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,10/27/2016,H6267H05,11/14/2016,11/30/2016,11/30/2016,12/1/2016,12/5/2016,12/6/2016,12/6/2016,NEORECOR,7,18,16,1,4,1,0,40,TRUE
10086767H6282H04,3080602,ZSP1,10086767,BONVIVA 3MG/3ML 1ASRG CIS,10/27/2016,H6282H04,11/28/2016,11/30/2016,11/30/2016,11/30/2016,12/8/2016,12/22/2016,12/22/2016,BONVIVA,7,32,2,0,8,14,0,56,TRUE
10112500H0554H10,3080669,ZSP1,10112500,MIRCERA 30MCG/.3ML 1 ASRG SE-FI,10/27/2016,H0554H10,11/23/2016,12/1/2016,12/1/2016,12/1/2016,12/2/2016,12/7/2016,12/8/2016,MIRCERA,7,27,8,0,1,5,1,42,TRUE
10140399H6282H01,3080676,ZSP1,10140399,BONVIVA 3MG/3ML 1ASRG PE,10/27/2016,H6282H01,11/25/2016,11/29/2016,11/30/2016,11/30/2016,12/8/2016,12/27/2016,12/28/2016,BONVIVA,7,29,4,1,8,19,1,62,TRUE
10128398H6282H06,3080687,ZSP1,10128398,BONVIVA 3MG/3ML 1ASRG UA,10/27/2016,H6282H06,11/29/2016,11/30/2016,11/30/2016,11/30/2016,12/8/2016,12/22/2016,12/22/2016,BONVIVA,7,33,1,0,8,14,0,56,TRUE
10130022H0592H47,3080689,ZSP1,10130022,MIRCERA 75MCG/0.3ML 1ASRG KR,10/27/2016,H0592H47,11/18/2016,11/30/2016,12/21/2016,12/2/2016,12/6/2016,12/7/2016,12/8/2016,MIRCERA,7,22,12,2,4,1,1,42,TRUE
10159187N2000H02,3080713,ZSP1,10159187,HERCEPTI 150MG 1VILY IV FR-CLIN,10/27/2016,N2000H02,11/28/2016,11/30/2016,11/30/2016,12/1/2016,12/1/2016,12/12/2016,12/12/2016,HERCEPTI,7,32,2,1,0,11,0,46,TRUE
10159234H4769H06,3080744,ZSP1,10159234,HERCEPTI 150MG 1VILY IV DK-NO-IS,10/27/2016,H4769H06,11/29/2016,11/30/2016,12/1/2016,12/1/2016,12/5/2016,12/5/2016,12/7/2016,HERCEPTI,7,33,1,1,4,0,2,41,TRUE
10167359B2007H03,3080771,ZSP1,10167359,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,10/27/2016,B2007H03,11/18/2016,11/30/2016,12/1/2016,12/1/2016,12/2/2016,12/6/2016,12/7/2016,NEORECOR,7,22,12,1,1,4,1,41,TRUE
10161801H0555H02,3081112,ZSP1,10161801,MIRCERA 30MCG/0.3ML 1ASRG US-WDY,11/4/2016,H0555H02,11/28/2016,12/1/2016,12/2/2016,12/6/2016,12/7/2016,12/21/2016,12/21/2016,MIRCERA,2,24,3,5,1,14,0,47,TRUE
10108989H6268H01,3081410,ZSP1,10108989,NEORECOR 4000IU/.3ML 1 ASRG IT-PU,11/14/2016,H6268H01,11/18/2016,11/30/2016,11/30/2016,12/1/2016,12/5/2016,12/7/2016,12/8/2016,NEORECOR,7,4,12,1,4,2,1,24,TRUE
10159234H4770H02,3081432,ZSP1,10159234,HERCEPTI 150MG 1VILY IV DK-NO-IS,11/24/2016,H4770H02,11/29/2016,11/30/2016,11/30/2016,12/1/2016,12/1/2016,12/7/2016,12/8/2016,HERCEPTI,7,5,1,1,0,6,1,14,TRUE
10110621H0642H04,3079589,ZSP1,10110621,RECORMON 10000IU/0.6ML 1ASRG FE,9/27/2016,H0642H04,11/8/2016,12/1/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/7/2016,RECORMON,7,42,23,0,1,3,2,71,TRUE
10108978H0636H08,3080592,ZSP1,10108978,NEORECOR 30000IU/.6ML 1 ASRG FR-CLIN,10/27/2016,H0636H08,11/25/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/6/2016,12/7/2016,NEORECOR,7,29,6,1,3,1,1,41,TRUE
10108981H0636H06,3080595,ZSP1,10108981,NEORECOR 30000IU/.6ML 1 ASRG RO-BG-PL,10/27/2016,H0636H06,11/25/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/5/2016,12/6/2016,NEORECOR,7,29,6,1,3,0,1,40,TRUE
10088000H6282H03,3080600,ZSP1,10088000,BONVIVA 3MG/3ML 1ASRG TR,10/27/2016,H6282H03,11/25/2016,11/30/2016,12/1/2016,12/2/2016,12/22/2016,2/22/2017,2/23/2017,BONVIVA,7,29,5,2,20,62,1,119,TRUE
10110626H0854H03,3080631,ZSP1,10110626,RECORMON 2000IU/.3ML 6 ASRG RS,10/27/2016,H0854H03,11/29/2016,12/4/2016,12/5/2016,12/5/2016,12/7/2016,12/12/2016,12/12/2016,RECORMON,7,33,5,1,2,5,0,46,TRUE
10110645H0636H07,3080633,ZSP1,10110645,RECORMON 30000IU/.6ML 1 ASRG FE,10/27/2016,H0636H07,11/25/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/6/2016,12/7/2016,RECORMON,7,29,6,1,3,1,1,41,TRUE
10142056H0636H04,3080721,ZSP1,10142056,RECORMON 30000IU/0.6ML 1ASRG CO,10/27/2016,H0636H04,11/25/2016,12/1/2016,12/1/2016,12/1/2016,12/2/2016,12/6/2016,12/7/2016,RECORMON,7,29,6,0,1,4,1,41,TRUE
10159257H4769H05,3080728,ZSP1,10159257,HERCEPTI 150MG 1VILY IV HR,10/27/2016,H4769H05,11/29/2016,12/1/2016,12/1/2016,12/1/2016,12/5/2016,12/5/2016,12/7/2016,HERCEPTI,7,33,2,0,4,0,2,41,TRUE
10159239H4769H02,3080781,ZSP1,10159239,HERCEPTI 150MG 1VILY IV GB-IE,10/27/2016,H4769H02,11/29/2016,12/1/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/7/2016,HERCEPTI,7,33,2,0,1,3,2,41,TRUE
10168730B3013H11,3080794,ZSP1,10168730,ROACTEM 400MG/20ML 1VIAL IV FI,10/27/2016,B3013H11,11/24/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/5/2016,12/6/2016,ROACTEM,7,28,7,1,3,0,1,40,TRUE
10168737B3013H18,3080796,ZSP1,10168737,ROACTEM 400MG/20ML 1VIAL IV IT-CLIN,10/27/2016,B3013H18,11/24/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/6/2016,12/7/2016,ROACTEM,7,28,7,1,3,1,1,41,TRUE
10168740B3013H14,3080799,ZSP1,10168740,ROACTEM 400MG/20ML 1VIAL IV PT,10/27/2016,B3013H14,11/24/2016,12/1/2016,12/1/2016,12/2/2016,12/6/2016,12/7/2016,12/8/2016,ROACTEM,7,28,7,1,4,1,1,42,TRUE
10168720B3013H13,3080800,ZSP1,10168720,ROACTEM 400MG/20ML 1VIAL IV AT,10/27/2016,B3013H13,11/24/2016,12/1/2016,12/1/2016,12/2/2016,12/5/2016,12/5/2016,12/6/2016,ROACTEM,7,28,7,1,3,0,1,40,TRUE
10110657H0636H05,3081092,ZSP1,10110657,RECORMON 30000IU/.6ML 1 ASRG CIS,11/4/2016,H0636H05,11/25/2016,12/1/2016,12/1/2016,12/1/2016,12/2/2016,12/6/2016,12/7/2016,RECORMON,7,21,6,0,1,4,1,33,TRUE
10110626H0855H04,3081395,ZSP1,10110626,RECORMON 2000IU/.3ML 6 ASRG RS,11/14/2016,H0855H04,11/29/2016,12/1/2016,12/21/2016,12/2/2016,12/5/2016,12/6/2016,12/8/2016,RECORMON,7,15,2,1,3,1,2,24,TRUE
10169196H0185H01,3079822,ZSP1,10169196,PERJETA 420MG/14ML 1VIAL ES,9/28/2016,H0185H01,12/1/2016,12/2/2016,12/2/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,PERJETA,2,64,1,3,1,1,2,72,TRUE
10169197H0185H02,3079826,ZSP1,10169197,PERJETA 420MG/14ML 1VIAL FR-CLIN,9/28/2016,H0185H02,12/1/2016,12/2/2016,12/2/2016,12/5/2016,12/9/2016,12/13/2016,12/13/2016,PERJETA,2,64,1,3,4,4,0,76,TRUE
10097663H6282H05,3080590,ZSP1,10097663,BONVIVA 3MG/3ML 1 ASRG PK,10/27/2016,H6282H05,11/29/2016,12/1/2016,12/2/2016,12/2/2016,12/8/2016,12/22/2016,12/22/2016,BONVIVA,7,33,2,1,6,14,0,56,TRUE
10108976H0574H06,3080652,ZSP1,10108976,NEORECOR 3000IU/.3ML 6 ASRG SC,10/27/2016,H0574H06,11/29/2016,12/2/2016,12/2/2016,12/2/2016,12/6/2016,12/7/2016,12/8/2016,NEORECOR,7,33,3,0,4,1,1,42,TRUE
10108974H6227H05,3080653,ZSP1,10108974,NEORECOR 3000IU/.3ML 6 ASRG GB-IE-GRCY,10/27/2016,H6227H05,11/29/2016,12/2/2016,12/2/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,NEORECOR,7,33,3,3,1,1,1,42,TRUE
10110662H0574H07,3080657,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,10/27/2016,H0574H07,11/30/2016,12/5/2016,12/5/2016,12/5/2016,12/7/2016,12/8/2016,12/12/2016,RECORMON,7,34,5,0,2,1,4,46,TRUE
10168738B3013H16,3080797,ZSP1,10168738,ROACTEM 400MG/20ML 1VIAL IV NL,10/27/2016,B3013H16,11/24/2016,12/2/2016,12/2/2016,12/2/2016,12/6/2016,12/8/2016,12/12/2016,ROACTEM,7,28,8,0,4,2,4,46,TRUE
10168739B3013H20,3080798,ZSP1,10168739,ROACTEM 400MG/20ML 1VIAL IV PL,10/27/2016,B3013H20,11/24/2016,12/2/2016,12/2/2016,12/2/2016,12/6/2016,12/7/2016,12/8/2016,ROACTEM,7,28,8,0,4,1,1,42,TRUE
10168743B3013H19,3080802,ZSP1,10168743,ROACTEM 400MG/20ML 1VIAL IV SE,10/27/2016,B3013H19,11/24/2016,12/2/2016,12/2/2016,12/2/2016,12/6/2016,12/7/2016,12/8/2016,ROACTEM,7,28,8,0,4,1,1,42,TRUE
10168724B3013H17,3080811,ZSP1,10168724,ROACTEM 400MG/20ML 1VIAL IV DE-CHU,10/27/2016,B3013H17,11/24/2016,12/2/2016,12/2/2016,12/2/2016,12/5/2016,12/6/2016,12/6/2016,ROACTEM,7,28,8,0,3,1,0,40,TRUE
10168733B3013H12,3081329,ZSP1,10168733,ROACTEM 400MG/20ML 1VIAL IV GB-CHU,11/7/2016,B3013H12,11/29/2016,12/2/2016,12/2/2016,12/2/2016,12/8/2016,12/8/2016,12/12/2016,ROACTEM,7,22,3,0,6,0,4,35,TRUE
10110662H0575H01,3082921,ZSP1,10110662,RECORMON 3000IU/.3ML 6 ASRG EFA,11/29/2016,H0575H01,11/30/2016,12/5/2016,12/5/2016,12/5/2016,12/7/2016,12/8/2016,12/12/2016,RECORMON,7,1,5,0,2,1,4,13,TRUE
10161798H0556H01,3079623,ZSP1,10161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,9/27/2016,H0556H01,12/2/2016,12/5/2016,12/6/2016,12/6/2016,12/7/2016,12/7/2016,12/7/2016,MIRCERA,2,66,3,1,1,0,0,71,TRUE
10169191H0185H03,3079821,ZSP1,10169191,PERJETA 420MG/14ML 1VIAL CZ,9/28/2016,H0185H03,12/1/2016,12/2/2016,12/5/2016,12/5/2016,12/8/2016,12/8/2016,12/9/2016,PERJETA,2,64,1,3,3,0,1,72,TRUE
10169195H0185H04,3079823,ZSP1,10169195,PERJETA 420MG/14ML 1VIAL ELL,9/28/2016,H0185H04,12/1/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,PERJETA,2,64,4,1,1,2,3,75,TRUE
10169199H0185H06,3079824,ZSP1,10169199,PERJETA 420MG/14ML 1VIAL GR-CY,9/28/2016,H0185H06,12/1/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,PERJETA,2,64,4,1,1,2,3,75,TRUE
10169206H0185H07,3079827,ZSP1,10169206,PERJETA 420MG/14ML 1VIAL SE-FI,9/28/2016,H0185H07,12/1/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,PERJETA,2,64,4,1,1,1,1,72,TRUE
10169195H0185H05,3079828,ZSP1,10169195,PERJETA 420MG/14ML 1VIAL ELL,9/28/2016,H0185H05,12/1/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,PERJETA,2,64,4,1,1,2,3,75,TRUE
10095576H0024H02,3080364,ZSP1,10095576,MIRCERA 360MCG/0.6ML 1ASRG ELL,10/10/2016,H0024H02,12/2/2016,12/6/2016,12/6/2016,12/6/2016,12/9/2016,12/15/2016,12/15/2016,MIRCERA,7,53,4,0,3,6,0,66,TRUE
10095666H0550H13,3080640,ZSP1,10095666,MIRCERA 250MCG/.3ML 1 ASRG BE-NL,10/27/2016,H0550H13,11/18/2016,12/5/2016,12/5/2016,12/5/2016,12/6/2016,12/9/2016,12/12/2016,MIRCERA,7,22,17,0,1,3,3,46,TRUE
10121908H0550H12,3080685,ZSP1,10121908,MIRCERA 250MCG/.3ML 1 ASRG ZA,10/27/2016,H0550H12,11/18/2016,12/5/2016,12/5/2016,12/5/2016,12/6/2016,12/9/2016,12/12/2016,MIRCERA,7,22,17,0,1,3,3,46,TRUE
10159704H6268H02,3080746,ZSP1,10159704,RECORMON 4000IU/0.3ML 6ASRG FE-REG,10/27/2016,H6268H02,11/21/2016,12/6/2016,12/6/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,RECORMON,7,25,15,0,1,2,3,46,TRUE
10167310B2002H09,3080748,ZSP1,10167310,NEORECOR 3000IU/0.3ML 6ASRG DEATBENL,10/27/2016,B2002H09,11/30/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,NEORECOR,7,34,5,1,1,2,3,46,TRUE
10168689B3008H12,3080757,ZSP1,10168689,ROACTEM 200MG/10ML 1VIAL IV AT,10/27/2016,B3008H12,11/28/2016,12/5/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/20/2016,ROACTEM,7,32,7,1,1,1,12,54,TRUE
10167311B2002H10,3080763,ZSP1,10167311,NEORECOR 3000IU/0.3ML 6ASRG ES-PT,10/27/2016,B2002H10,11/30/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,NEORECOR,7,34,5,1,1,2,3,46,TRUE
10168697B3008H13,3080764,ZSP1,10168697,ROACTEM 200MG/10ML 1VIAL IV ELL,10/27/2016,B3008H13,11/28/2016,12/6/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,ROACTEM,7,32,8,0,1,1,1,43,TRUE
10168698B2060H01,3080769,ZSP1,10168698,ROACTEM 200MG/10ML 1VIAL IV ES,10/27/2016,B2060H01,11/28/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/9/2016,12/12/2016,ROACTEM,2,32,7,1,1,2,3,46,TRUE
10168699B3008H11,3080772,ZSP1,10168699,ROACTEM 200MG/10ML 1VIAL IV FI,10/27/2016,B3008H11,11/28/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,ROACTEM,7,32,7,1,1,1,1,43,TRUE
10169201H0185H08,3080810,ZSP1,10169201,PERJETA 420MG/14ML 1VIAL IT-CLIN,10/27/2016,H0185H08,12/1/2016,12/5/2016,12/5/2016,12/5/2016,12/7/2016,12/8/2016,12/9/2016,PERJETA,2,35,4,0,2,1,1,43,TRUE
10174961H0711H02,3080821,ZSP1,10174961,NEORECOR 50000IU 1VILY PL,10/27/2016,H0711H02,11/24/2016,12/5/2016,12/7/2016,12/7/2016,12/8/2016,12/12/2016,12/13/2016,NEORECOR,7,28,11,2,1,4,1,47,TRUE
10167311B2003H01,3082910,ZSP1,10167311,NEORECOR 3000IU/0.3ML 6ASRG ES-PT,11/29/2016,B2003H01,11/30/2016,12/5/2016,12/5/2016,12/6/2016,12/7/2016,12/19/2016,12/19/2016,NEORECOR,7,1,5,1,1,12,0,20,TRUE
10167346B2002H05,3079671,ZSP1,10167346,NEORECOR 4000IU/0.3ML 6ASRG NO,9/27/2016,B2002H05,10/27/2016,12/5/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/12/2016,NEORECOR,7,30,39,1,1,1,4,76,TRUE
10168692B2060H02,3079785,ZSP1,10168692,ROACTEM 200MG/10ML 1VIAL IV BG,9/28/2016,B2060H02,12/5/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/12/2016,ROACTEM,2,68,1,1,1,1,3,75,TRUE
10173701H0024H04,3079895,ZSP1,10173701,MIRCERA 360MCG/0.6ML 1ASRG AU,9/29/2016,H0024H04,12/2/2016,12/6/2016,12/6/2016,12/7/2016,12/9/2016,12/15/2016,12/16/2016,MIRCERA,7,64,4,1,2,6,1,78,TRUE
10095580H0024H03,3080580,ZSP1,10095580,MIRCERA 360MCG/.6ML 1 ASRG GB-IE-GRCY,10/27/2016,H0024H03,12/2/2016,12/6/2016,12/6/2016,12/7/2016,12/9/2016,12/15/2016,12/15/2016,MIRCERA,7,36,4,1,2,6,0,49,TRUE
10110670H6268H03,3080639,ZSP1,10110670,RECORMON 4000IU/.3ML 6 ASRG ZA,10/27/2016,H6268H03,11/24/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/8/2016,12/12/2016,RECORMON,7,28,12,1,1,0,4,46,TRUE
10168702B3008H15,3080766,ZSP1,10168702,ROACTEM 200MG/10ML 1VIAL IV GR,10/27/2016,B3008H15,11/29/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/12/2016,ROACTEM,7,33,7,1,1,1,3,46,TRUE
10168704B3008H17,3080773,ZSP1,10168704,ROACTEM 200MG/10ML 1VIAL IV IT-CLIN,10/27/2016,B3008H17,12/5/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/8/2016,12/12/2016,ROACTEM,7,39,1,1,1,0,4,46,TRUE
10168705B3008H14,3080774,ZSP1,10168705,ROACTEM 200MG/10ML 1VIAL IV NL,10/27/2016,B3008H14,11/29/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/12/2016,12/12/2016,ROACTEM,7,33,7,1,1,4,0,46,TRUE
10161794H0540H02,3080782,ZSP1,10161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,10/27/2016,H0540H02,11/28/2016,12/6/2016,12/9/2016,12/9/2016,12/12/2016,12/13/2016,12/13/2016,MIRCERA,2,32,8,3,3,1,0,47,TRUE
10168714B3008H16,3080793,ZSP1,10168714,ROACTEM 200MG/10ML 1VIAL IV HR,10/27/2016,B3008H16,11/29/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/12/2016,ROACTEM,7,33,7,1,1,1,3,46,TRUE
10170224H0024H01,3080813,ZSP1,10170224,MIRCERA 360MCG/0.6ML 1ASRG KR,10/27/2016,H0024H01,12/2/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/15/2016,12/15/2016,MIRCERA,7,36,4,1,1,7,0,49,TRUE
10167349B2003H02,3080856,ZSP1,10167349,NEORECOR 4000IU/0.3ML 6ASRG HR,10/27/2016,B2003H02,11/21/2016,12/6/2016,12/7/2016,12/7/2016,12/8/2016,12/9/2016,12/12/2016,NEORECOR,7,25,15,1,1,1,3,46,TRUE
10168704B3007H11,3081421,ZSP1,10168704,ROACTEM 200MG/10ML 1VIAL IV IT-CLIN,11/16/2016,B3007H11,12/5/2016,12/6/2016,12/6/2016,12/7/2016,12/8/2016,12/9/2016,12/12/2016,ROACTEM,7,19,1,1,1,1,3,26,TRUE
10174960H0711H03,3081576,ZSP1,10174960,NEORECOR 50000IU 1VILY IT-PU,11/25/2016,H0711H03,11/29/2016,12/7/2016,,12/9/2016,12/12/2016,12/14/2016,12/14/2016,NEORECOR,7,4,8,2,3,2,0,19,TRUE
