process_order_number,order_type,material_number,product_name,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
000003080552,ZSP1,000000000010167583,RECORMON 2000IU/.3ML 6 ASRG TW,10/26/2016,H6330H03,10/26/2016,11/3/2016,11/4/2016,11/4/16 14:48,11/7/16 10:56,11/8/16 12:21,11/8/2016,ZSP1,1/1/2016,12/31/2016
000003079672,ZSP1,000000000010167583,RECORMON 2000IU/.3ML 6 ASRG TW,9/27/2016,H6331H01,10/26/2016,11/5/2016,11/7/2016,11/7/16 14:46,11/8/16 13:38,11/10/16 13:00,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079611,ZSP1,000000000010110637,RECORMON 2000IU/.3ML 6 ASRG FE,9/27/2016,H0852H09,10/26/2016,11/7/2016,11/8/2016,11/8/16 14:30,11/9/16 10:30,11/10/16 13:24,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079629,ZSP1,000000000010132791,RECORMON 5000IU/0.3ML 6ASRG FA,9/27/2016,H0659H09,10/26/2016,11/2/2016,11/3/2016,11/3/16 11:53,11/4/16 12:10,11/7/16 9:52,11/8/2016,ZSP1,1/1/2016,12/31/2016
000003080573,ZSP1,000000000010132791,RECORMON 5000IU/0.3ML 6ASRG FA,10/26/2016,H0660H02,10/26/2016,11/3/2016,11/3/2016,11/3/16 11:52,11/4/16 8:07,11/4/16 14:27,11/8/2016,ZSP1,1/1/2016,12/31/2016
000003079557,ZSP1,000000000010110599,RECORMON 500IU/0.3ML 6ASRG ZA,9/27/2016,H0585H02,10/26/2016,11/8/2016,11/8/2016,11/8/16 14:43,11/9/16 10:51,11/14/16 10:05,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079571,ZSP1,000000000010109001,NEORECOR 500IU/.3ML 6 ASRG DEATBENL,9/27/2016,H0585H03,10/26/2016,11/8/2016,11/8/2016,11/9/16 15:09,11/11/16 8:42,11/14/16 10:29,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079569,ZSP1,000000000010109004,NEORECOR 500IU/.3ML 6 ASRG GB-IE-GRCY,9/27/2016,H0585H04,10/26/2016,11/8/2016,11/8/2016,11/9/16 14:42,11/11/16 9:09,11/18/16 15:20,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079584,ZSP1,000000000010109005,NEORECOR 500IU/.3ML 6 ASRG PL,9/27/2016,H0585H05,10/26/2016,11/8/2016,11/9/2016,11/9/16 15:05,11/11/16 14:09,11/14/16 16:20,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079587,ZSP1,000000000010110600,RECORMON 6000IU/.3ML 6 ASRG ZA,9/27/2016,H0618H04,10/26/2016,11/8/2016,11/8/2016,11/8/16 14:47,11/9/16 10:42,11/11/16 15:14,11/14/2016,ZSP1,1/1/2016,12/31/2016
000003079607,ZSP1,000000000010110686,RECORMON 5000IU/.3ML 6 ASRG FE,9/27/2016,H0660H03,10/26/2016,11/10/2016,11/11/2016,11/14/16 16:02,11/15/16 12:10,11/16/16 15:46,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080574,ZSP1,000000000010109005,NEORECOR 500IU/.3ML 6 ASRG PL,10/26/2016,H0586H01,10/27/2016,11/9/2016,11/9/2016,11/9/16 15:04,11/11/16 14:16,11/14/16 13:06,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080553,ZSP1,000000000010110612,RECORMON 10000IU/.6ML 6 ASRG FE,10/26/2016,H0641H09,10/26/2016,11/11/2016,11/11/2016,11/14/16 16:19,11/15/16 7:04,11/16/16 14:40,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079588,ZSP1,000000000010110612,RECORMON 10000IU/.6ML 6 ASRG FE,9/27/2016,H0642H01,10/26/2016,11/13/2016,11/14/2016,11/14/16 16:23,11/15/16 6:56,11/30/16 13:10,11/30/2016,ZSP1,1/1/2016,12/31/2016
000003079576,ZSP1,000000000010110607,RECORMON 10000IU/.6ML 6 ASRG ZA,9/27/2016,H0641H10,10/26/2016,11/11/2016,11/11/2016,11/14/16 16:17,11/15/16 7:18,11/16/16 14:49,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079625,ZSP1,000000000010125527,MIRCERA 50MCG/0.3ML 1ASRG UA,9/27/2016,H0538H24,10/27/2016,11/4/2016,11/7/2016,11/7/16 14:52,11/8/16 10:18,11/9/16 10:18,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079653,ZSP1,000000000010142057,RECORMON 30000IU/0.6ML 1ASRG EC,9/27/2016,H0634H27,10/27/2016,10/27/2016,10/27/2016,10/28/16 14:21,11/2/16 14:24,11/4/16 11:22,11/8/2016,ZSP1,1/1/2016,12/31/2016
000003079684,ZSP1,000000000010174956,RECORMON 50000IU 1VILY MX,9/27/2016,H0710H01,10/27/2016,11/4/2016,11/11/2016,11/11/16 11:14,11/14/16 9:54,11/15/16 16:32,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003077814,ZSP1,000000000010095592,MIRCERA 50MCG/.3ML 1 ASRG IT-PU,7/27/2016,H0538H25,10/27/2016,11/3/2016,11/3/2016,11/4/16 14:52,11/7/16 8:37,11/9/16 10:55,11/10/2016,ZSP1,1/1/2016,12/31/2016
000003079687,ZSP1,000000000010174956,RECORMON 50000IU 1VILY MX,9/27/2016,H0710H02,10/27/2016,11/11/2016,11/17/2016,11/21/16 14:55,11/23/16 9:16,11/23/16 17:13,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003079637,ZSP1,000000000010167348,NEORECOR 4000IU/0.3ML 6ASRG SC,9/27/2016,B2002H04,10/27/2016,11/9/2016,11/9/2016,11/10/16 13:18,11/14/16 13:10,11/16/16 13:12,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079671,ZSP1,000000000010167346,NEORECOR 4000IU/0.3ML 6ASRG NO,9/27/2016,B2002H05,10/27/2016,12/5/2016,12/6/2016,12/6/16 12:11,12/7/16 8:00,12/8/16 8:51,12/12/2016,ZSP1,1/1/2016,12/31/2016
000003079662,ZSP1,000000000010167316,NEORECOR 3000IU/0.3ML 6ASRG RO-BG-PL,9/27/2016,B2002H05,10/27/2016,11/3/2016,11/3/2016,11/4/16 14:55,11/7/16 9:56,11/7/16 14:45,11/8/2016,ZSP1,1/1/2016,12/31/2016
000003079597,ZSP1,000000000010110663,RECORMON 3000IU/.3ML 6 ASRG FE,9/27/2016,H0574H05,10/27/2016,11/3/2016,11/3/2016,11/4/16 14:56,11/7/16 15:11,11/9/16 9:24,11/10/2016,ZSP1,1/1/2016,12/31/2016
000003079602,ZSP1,000000000010110659,RECORMON 3000IU/.3ML 6 ASRG CH,9/27/2016,H6227H03,10/27/2016,11/3/2016,11/3/2016,11/4/16 14:53,11/7/16 13:52,11/9/16 9:32,11/10/2016,ZSP1,1/1/2016,12/31/2016
000003079605,ZSP1,000000000010110674,RECORMON 4000IU/.3ML 6 ASRG FE,9/27/2016,H0678H01,10/27/2016,11/14/2016,11/14/2016,11/15/16 10:53,11/15/16 15:11,11/16/16 16:11,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003079654,ZSP1,000000000010142060,RECORMON 4000IU/0.3ML 6ASRG PRISA,9/27/2016,H0678H02,10/27/2016,11/14/2016,11/14/2016,11/15/16 10:51,11/16/16 6:41,11/16/16 16:26,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003078561,ZSP1,000000000010159034,AVASTIN 100MG/4ML 1VIAL ELL,8/29/2016,B7214H04,10/28/2016,11/4/2016,11/7/2016,11/8/16 14:46,11/11/16 6:25,11/11/16 14:21,11/14/2016,ZSP1,1/1/2016,12/31/2016
000003079751,ZSP1,000000000010159034,AVASTIN 100MG/4ML 1VIAL ELL,9/28/2016,B7214H05,10/28/2016,11/7/2016,11/7/2016,11/8/16 14:49,11/9/16 11:38,11/11/16 14:41,11/14/2016,ZSP1,1/1/2016,12/31/2016
000003078879,ZSP1,000000000010158999,AVASTIN 100MG/4ML 1VIAL SK,8/30/2016,B8504H11,12/5/2016,12/8/2016,12/8/2016,12/15/16 13:49,12/16/16 6:34,12/22/16 11:51,12/22/2016,ZSP1,1/1/2016,12/31/2016
000003079483,ZSP1,000000000010159255,HERCEPTI 150MG 1VILY IV SK,9/19/2016,H4756H01,10/28/2016,11/4/2016,,11/4/16 13:35,11/4/16 13:36,11/22/16 16:47,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003079757,ZSP1,000000000010159253,HERCEPTI 150MG 1VILY IV RO,9/28/2016,H4756H02,10/28/2016,11/4/2016,11/4/2016,11/7/16 14:50,11/8/16 8:26,11/9/16 9:02,11/10/2016,ZSP1,1/1/2016,12/31/2016
000003079774,ZSP1,000000000010159000,AVASTIN 100MG/4ML 1VIAL HR,9/28/2016,B8504H12,10/28/2016,11/9/2016,11/9/2016,11/10/16 13:12,11/14/16 7:17,11/16/16 8:04,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079775,ZSP1,000000000010159254,HERCEPTI 150MG 1VILY IV SE-FI,9/28/2016,H4756H03,10/28/2016,11/4/2016,11/4/2016,11/7/16 14:51,11/8/16 10:53,11/9/16 15:54,11/10/2016,ZSP1,1/1/2016,12/31/2016
000003079741,ZSP1,000000000010159250,HERCEPTI 150MG 1VILY IV PL,9/28/2016,H4756H04,10/28/2016,11/4/2016,11/4/2016,11/7/16 14:51,11/8/16 13:01,11/10/16 13:15,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079761,ZSP1,000000000010159049,AVASTIN 100MG/4ML 1VIAL PT,9/28/2016,B8012H11,10/28/2016,11/7/2016,11/8/2016,11/8/16 14:48,11/9/16 13:22,11/10/16 16:13,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079572,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,9/27/2016,H0677H07,10/28/2016,11/9/2016,11/9/2016,11/10/16 13:13,11/11/16 14:20,11/14/16 12:00,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080832,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,10/27/2016,H0678H03,10/28/2016,11/9/2016,11/10/2016,11/10/16 13:12,11/11/16 9:39,11/14/16 12:14,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079768,ZSP1,000000000010159027,AVASTIN 100MG/4ML 1VIAL BE,9/28/2016,B8012H12,10/29/2016,11/8/2016,11/8/2016,11/8/16 14:42,11/9/16 14:25,11/10/16 15:44,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079806,ZSP1,000000000010168765,ROACTEM 80MG/4ML 1VIAL IV ELL,9/28/2016,B3010H10,10/28/2016,11/4/2016,11/4/2016,11/4/16 14:47,11/7/16 16:19,11/10/16 12:17,11/12/2016,ZSP1,1/1/2016,12/31/2016
000003079779,ZSP1,000000000010159040,AVASTIN 100MG/4ML 1VIAL GB-IE,9/28/2016,B8504H14,11/2/2016,11/8/2016,11/23/2016,11/9/16 14:44,11/10/16 9:28,11/14/16 10:57,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079753,ZSP1,000000000010159048,AVASTIN 100MG/4ML 1VIAL PL,9/28/2016,B8504H15,11/2/2016,11/9/2016,11/9/2016,11/10/16 13:17,11/14/16 7:24,11/16/16 10:21,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079658,ZSP1,000000000010167296,NEORECOR 2000IU/0.3ML 6ASRG DEATBENL,9/27/2016,B2006H05,11/2/2016,11/15/2016,11/15/2016,11/16/16 10:43,11/17/16 7:01,11/18/16 15:32,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079621,ZSP1,000000000010167295,NEORECOR 2000IU/.3ML 6 ASRG CZSKHUSI,9/27/2016,B2006H06,11/2/2016,11/15/2016,11/15/2016,11/16/16 10:39,11/17/16 10:09,11/18/16 15:40,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079776,ZSP1,000000000010159051,AVASTIN 100MG/4ML 1VIAL SE-FI,9/28/2016,B8504H16,11/7/2016,11/8/2016,11/9/2016,11/9/16 14:39,11/11/16 8:18,11/14/16 11:40,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079624,ZSP1,000000000010167305,NEORECOR 2000IU/0.3ML 6ASRG RO-BG-PL,9/27/2016,B2007H01,11/2/2016,11/14/2016,11/15/2016,11/15/16 10:47,11/15/16 15:25,11/17/16 11:26,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079673,ZSP1,000000000010170223,MIRCERA 250MCG/0.3ML 1ASRG KR,9/27/2016,H0550H07,11/2/2016,11/8/2016,11/9/2016,11/9/16 15:02,11/11/16 13:22,11/16/16 14:23,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079601,ZSP1,000000000010110640,RECORMON 2000IU/.3ML 6 ASRG EFA,9/27/2016,H0853H01,11/2/2016,11/16/2016,11/16/2016,11/16/16 10:31,11/17/16 11:16,11/18/16 9:26,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079562,ZSP1,000000000010107679,RECORMON 2000IU/0.3ML 6ASRG KZ,9/27/2016,H0852H10,11/3/2016,11/8/2016,11/8/2016,11/8/16 11:38,11/9/16 12:52,11/14/16 10:40,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079604,ZSP1,000000000010110670,RECORMON 4000IU/.3ML 6 ASRG ZA,9/27/2016,H0678H04,11/3/2016,11/10/2016,11/10/2016,11/11/16 11:08,11/11/16 12:35,11/14/16 14:30,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079750,ZSP1,000000000010159042,AVASTIN 100MG/4ML 1VIAL GR-CY,9/28/2016,B8504H17,11/3/2016,11/9/2016,11/9/2016,11/10/16 14:32,11/14/16 7:10,11/23/16 10:57,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003080207,ZSP1,000000000010107355,MIRCERA 200MCG/.3ML 1 ASRG FE-36,10/7/2016,H0552H30,11/3/2016,11/8/2016,11/8/2016,11/9/16 15:06,11/11/16 13:13,11/15/16 8:37,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079618,ZSP1,000000000010130025,MIRCERA 150MCG/0.3ML 1ASRG KR,9/27/2016,H0555H14,11/3/2016,11/9/2016,11/9/2016,11/9/16 14:33,11/14/16 11:42,11/15/16 11:23,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079652,ZSP1,000000000010142038,MIRCERA 150MCG/0.3ML 1ASRG CO,9/27/2016,H0555H15,11/3/2016,11/9/2016,11/9/2016,11/10/16 16:01,11/14/16 7:45,11/15/16 11:37,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080517,ZSP1,000000000010170264,RECORMON 4000IU/.3ML 6 ASRG MY,10/14/2016,H6267H03,11/3/2016,11/9/2016,11/9/2016,11/10/16 13:19,11/11/16 13:57,11/15/16 13:01,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079575,ZSP1,000000000010110604,NEORECOR 10000IU/0.6ML 6ASRG AU-NZ,9/27/2016,H0642H02,11/3/2016,11/14/2016,11/14/2016,11/14/16 16:22,11/15/16 9:08,11/16/16 16:36,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003079627,ZSP1,000000000010159704,RECORMON 4000IU/0.3ML 6ASRG FE-REG,9/27/2016,H6267H04,11/3/2016,11/9/2016,11/9/2016,11/10/16 13:14,11/11/16 10:50,11/11/16 13:42,11/14/2016,ZSP1,1/1/2016,12/31/2016
000003080703,ZSP1,000000000010147697,MIRCERA 75MCG/.3ML 3 ASRG DE,10/27/2016,H0592H41,11/3/2016,11/30/2016,11/30/2016,12/1/16 12:58,12/2/16 9:16,12/5/16 9:55,12/6/2016,ZSP1,1/1/2016,12/31/2016
000003080666,ZSP1,000000000010120495,MIRCERA 75MCG/0.3ML 1ASRG BA,10/27/2016,H0592H42,11/3/2016,11/11/2016,11/11/2016,11/14/16 16:12,11/16/16 8:27,11/16/16 13:59,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003080665,ZSP1,000000000010112463,MIRCERA 30MCG/.3ML 1 ASRG DK-NO-IS,10/27/2016,H0554H05,11/3/2016,11/11/2016,11/11/2016,11/14/16 16:11,11/15/16 10:35,11/16/16 13:28,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080650,ZSP1,000000000010107671,MIRCERA 50MCG/.3ML 1 ASRG EFA-36,10/27/2016,H0538H26,11/3/2016,11/15/2016,11/15/2016,11/15/16 10:47,11/16/16 6:51,11/17/16 9:38,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003079752,ZSP1,000000000010159047,AVASTIN 100MG/4ML 1VIAL NL,9/28/2016,B7214H06,11/4/2016,11/8/2016,11/8/2016,11/9/16 15:08,11/11/16 6:44,11/11/16 14:53,11/14/2016,ZSP1,1/1/2016,12/31/2016
000003080658,ZSP1,000000000010110637,RECORMON 2000IU/.3ML 6 ASRG FE,10/27/2016,H0853H02,11/4/2016,11/16/2016,11/17/2016,11/18/16 17:52,11/21/16 8:47,11/25/16 12:36,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003081046,ZSP1,000000000010159051,AVASTIN 100MG/4ML 1VIAL SE-FI,11/2/2016,B7214H07,11/4/2016,11/9/2016,11/9/2016,11/9/16 14:35,11/11/16 10:15,11/15/16 12:45,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003081060,ZSP1,000000000010159042,AVASTIN 100MG/4ML 1VIAL GR-CY,11/2/2016,B7214H08,11/4/2016,11/9/2016,11/9/2016,11/9/16 14:34,11/11/16 12:23,11/14/16 13:47,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003078560,ZSP1,000000000010159026,AVASTIN 100MG/4ML 1VIAL AT,8/29/2016,B8504H18,11/4/2016,11/8/2016,11/8/2016,11/9/16 15:09,11/10/16 13:48,12/6/16 12:46,12/8/2016,ZSP1,1/1/2016,12/31/2016
000003080558,ZSP1,000000000010085298,MIRCERA 100MCG/.3ML 1 ASRG AR,10/27/2016,H0584H03,11/4/2016,11/11/2016,11/11/2016,11/14/16 16:12,11/15/16 15:38,11/17/16 13:12,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003080612,ZSP1,000000000010095638,MIRCERA 120MCG/.3ML 1 ASRG ES-PT,10/27/2016,H0550H07,11/4/2016,11/11/2016,11/11/2016,11/11/16 11:09,11/14/16 12:06,11/16/16 16:19,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003080614,ZSP1,000000000010095647,MIRCERA 150MCG/.3ML 1 ASRG ES-PT,10/27/2016,H0555H16,11/4/2016,11/9/2016,11/9/2016,11/10/16 13:20,11/14/16 7:53,11/14/16 14:39,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080644,ZSP1,000000000010107352,MIRCERA 100MCG/.3ML 1 ASRG FE-36,10/27/2016,H0584H04,11/4/2016,11/11/2016,11/14/2016,11/14/16 14:39,11/15/16 15:49,11/18/16 12:46,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079579,ZSP1,000000000010110635,NEORECOR 2000IU/.3ML 6 ASRG TR,9/27/2016,H0852H11,11/4/2016,11/15/2016,11/16/2016,11/16/16 10:37,11/17/16 6:45,11/18/16 9:54,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079820,ZSP1,000000000010169190,PERJETA 420MG/14ML 1VIAL BE,9/28/2016,H0179H01,11/7/2016,11/24/2016,11/25/2016,11/25/16 9:33,11/28/16 12:02,11/30/16 12:05,11/30/2016,ZSP1,1/1/2016,12/31/2016
000003080694,ZSP1,000000000010142035,MIRCERA 100MCG/0.3ML 1ASRG UY-BO-PY,10/27/2016,H0584H05,11/4/2016,11/11/2016,11/11/2016,11/14/16 16:14,11/15/16 16:08,11/18/16 12:53,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003080786,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,10/27/2016,H0591H02,11/4/2016,11/9/2016,11/11/2016,11/11/16 11:10,11/14/16 14:06,11/15/16 11:18,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079754,ZSP1,000000000010159226,HERCEPTI 150MG 1VILY IV AT,9/28/2016,H4758H01,11/7/2016,11/10/2016,11/10/2016,11/11/16 11:08,11/14/16 9:09,11/15/16 12:13,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079758,ZSP1,000000000010159248,HERCEPTI 150MG 1VILY IV NL,9/28/2016,H4758H02,11/7/2016,11/10/2016,11/10/2016,11/11/16 11:05,11/14/16 11:38,11/15/16 12:21,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079577,ZSP1,000000000010110610,NEORECOR 10000IU/.6ML 6 ASRG TR,9/27/2016,H0642H03,11/7/2016,11/14/2016,11/14/2016,11/14/16 14:41,11/16/16 9:21,11/16/16 16:46,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003080680,ZSP1,000000000010110678,NEORECOR 5000IU/0.3ML 6ASRG AU-NZ,10/27/2016,H0660H04,11/7/2016,11/11/2016,11/11/2016,11/14/16 16:13,11/15/16 16:17,11/17/16 11:14,11/18/2016,ZSP1,1/1/2016,12/31/2016
000003079721,ZSP1,000000000010167325,NEORECOR 6000IU/0.3ML 6ASRG NO,9/27/2016,B2000H11,11/7/2016,11/18/2016,11/18/2016,11/18/16 17:36,11/21/16 9:01,11/22/16 12:34,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003079665,ZSP1,000000000010167329,NEORECOR 5000IU/0.3ML 6ASRG DEATBENL,9/27/2016,B2001H07,11/7/2016,11/18/2016,11/18/2016,11/21/16 14:44,11/22/16 8:21,11/25/16 16:35,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003079722,ZSP1,000000000010174957,RECORMON 50000IU 1VILY BA,9/27/2016,H0709H07,11/7/2016,11/17/2016,11/22/2016,11/23/16 6:25,11/23/16 8:45,11/24/16 16:34,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003079668,ZSP1,000000000010167336,NEORECOR 5000IU/0.3ML 6ASRG SC,9/27/2016,B2001H08,11/7/2016,11/18/2016,11/18/2016,11/23/16 9:53,11/24/16 11:46,11/25/16 16:00,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003079666,ZSP1,000000000010167330,NEORECOR 5000IU/0.3ML 6ASRG ELL,9/27/2016,B2001H09,11/7/2016,11/18/2016,11/18/2016,11/21/16 14:41,11/22/16 8:12,11/23/16 11:04,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003079756,ZSP1,000000000010159235,HERCEPTI 150MG 1VILY IV ELL,9/28/2016,H4759H01,11/7/2016,11/11/2016,11/11/2016,11/14/16 16:10,11/15/16 10:52,11/15/16 15:23,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079759,ZSP1,000000000010159252,HERCEPTI 150MG 1VILY IV PT,9/28/2016,H4759H02,11/7/2016,11/11/2016,11/11/2016,11/14/16 16:05,11/15/16 11:45,11/15/16 15:44,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079760,ZSP1,000000000010159228,HERCEPTI 150MG 1VILY IV BE,9/28/2016,H4759H03,11/7/2016,11/10/2016,11/11/2016,11/11/16 11:03,11/14/16 8:34,11/15/16 12:27,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079766,ZSP1,000000000010159241,HERCEPTI 150MG 1VILY IV GR,9/28/2016,H4759H04,11/7/2016,11/11/2016,11/11/2016,11/14/16 16:13,11/15/16 10:06,11/15/16 12:39,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003080604,ZSP1,000000000010091272,MIRCERA 250MCG/0.3ML 1ASRG MX,10/27/2016,H0550H08,11/7/2016,11/17/2016,11/17/2016,11/18/16 17:53,11/21/16 9:38,11/21/16 16:04,11/22/2016,ZSP1,1/1/2016,12/31/2016
000003079632,ZSP1,000000000010167319,NEORECOR 6000IU/.3ML 6 ASRG DEATBENL,9/27/2016,B2000H12,11/7/2016,11/18/2016,11/18/2016,11/18/16 17:46,11/21/16 12:29,11/21/16 15:35,11/22/2016,ZSP1,1/1/2016,12/31/2016
000003079745,ZSP1,000000000010088000,BONVIVA 3MG/3ML 1ASRG TR,9/28/2016,H6279H18,11/7/2016,11/14/2016,11/15/2016,11/16/16 10:36,11/17/16 8:19,11/17/16 11:17,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003080618,ZSP1,000000000010095650,MIRCERA 150MCG/.3ML 1 ASRG GB-IE-GRCY,10/27/2016,H0555H17,11/8/2016,11/9/2016,11/9/2016,11/10/16 13:20,11/14/16 8:01,11/14/16 14:46,11/16/2016,ZSP1,1/1/2016,12/31/2016
000003079807,ZSP1,000000000010169193,PERJETA 420MG/14ML 1VIAL DE,9/28/2016,H0179H02,11/8/2016,11/24/2016,11/24/2016,11/25/16 9:36,11/29/16 10:43,11/29/16 15:31,11/30/2016,ZSP1,1/1/2016,12/31/2016
000003079799,ZSP1,000000000010169189,PERJETA 420MG/14ML 1VIAL AT,9/28/2016,H0179H03,11/8/2016,11/24/2016,11/24/2016,11/25/16 9:36,11/28/16 10:52,12/1/16 11:48,12/8/2016,ZSP1,1/1/2016,12/31/2016
000003080986,ZSP1,000000000010169198,PERJETA 420MG/14ML 1VIAL GB-IE,10/28/2016,H0179H04,11/8/2016,11/25/2016,11/25/2016,11/25/16 14:30,11/28/16 8:49,11/29/16 11:09,11/30/2016,ZSP1,1/1/2016,12/31/2016
000003079825,ZSP1,000000000010169198,PERJETA 420MG/14ML 1VIAL GB-IE,9/28/2016,H0179H05,11/8/2016,11/25/2016,11/25/2016,11/25/16 9:39,11/28/16 12:13,11/29/16 15:24,11/30/2016,ZSP1,1/1/2016,12/31/2016
000003079636,ZSP1,000000000010167347,NEORECOR 4000IU/0.3ML 6ASRG RO-BG-PL,9/27/2016,B2002H06,11/8/2016,11/18/2016,11/19/2016,11/21/16 14:41,11/22/16 12:12,11/23/16 12:03,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003079589,ZSP1,000000000010110621,RECORMON 10000IU/0.6ML 1ASRG FE,9/27/2016,H0642H04,11/8/2016,12/1/2016,12/1/2016,12/1/16 12:52,12/2/16 8:57,12/5/16 11:02,12/8/2016,ZSP1,1/1/2016,12/31/2016
000003080701,ZSP1,000000000010145649,BONVIVA 3MG/3ML 1ASRG PRISA,10/27/2016,H6278H01,11/8/2016,11/16/2016,11/16/2016,11/16/16 10:30,11/17/16 7:13,11/18/16 9:37,11/20/2016,ZSP1,1/1/2016,12/31/2016
000003079646,ZSP1,000000000010141948,RECORMON 10000IU/0.6ML 6ASRG UY-BO-PY,9/27/2016,H0641H11,11/8/2016,11/21/2016,11/21/2016,11/21/16 14:20,11/22/16 8:27,11/23/16 12:15,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003079564,ZSP1,000000000010108939,NEORECOR 10000IU/.6ML 6 ASRG CZSKHUSI,9/27/2016,H6212H11,11/8/2016,11/21/2016,11/21/2016,11/23/16 9:50,11/24/16 8:35,11/28/16 14:31,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003079635,ZSP1,000000000010167342,NEORECOR 4000IU/0.3ML 6ASRG ELL,9/27/2016,B2002H07,11/8/2016,11/19/2016,11/19/2016,11/21/16 14:38,11/22/16 11:05,11/28/16 16:29,11/28/2016,ZSP1,1/1/2016,12/31/2016
000003079603,ZSP1,000000000010110664,NEORECOR 4000IU/0.3ML 6ASRG AU-NZ,9/27/2016,H0678H05,11/8/2016,11/21/2016,11/21/2016,11/21/16 14:37,11/22/16 14:07,11/23/16 16:44,11/24/2016,ZSP1,1/1/2016,12/31/2016
000003080576,ZSP1,000000000010159200,HERCEPTI 150MG 1VILY IV CZ,10/26/2016,N3000H08,11/8/2016,11/11/2016,11/11/2016,11/14/16 16:16,11/15/16 15:58,11/18/16 12:00,11/20/2016,ZSP1,1/1/2016,12/31/2016
