process_order_number,order_type,material_number,product_name,product_family,process_order_creation_date,batch_number,process_order_release_date,packaging_line_start_date,packaging_line_finish_date,packaging_final_check_date,brr_start_date,brr_end_date,qa_release_date,IN_order_type,IN_created_from,IN_created_to
000003080747,ZSP1,000000000010159521,AVASTIN 400MG/16ML 1VIAL FR-CLIN,AVASTIN,27/10/2016,B8024H02,06/12/2016,13/12/2016,14/12/2016,15/12/16 10:50,16/12/16 10:16,19/12/16 12:56,19/12/2016,ZSP1,01/01/2016,31/12/2016
000003080748,ZSP1,000000000010167310,NEORECOR 3000IU/0.3ML 6ASRG DEATBENL,NEORECORMON,27/10/2016,B2002H09,30/11/2016,05/12/2016,05/12/2016,06/12/16 12:18,07/12/16 08:42,09/12/16 10:20,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080749,ZSP1,000000000010167329,NEORECOR 5000IU/0.3ML 6ASRG DEATBENL,NEORECORMON,27/10/2016,B2002H04,24/11/2016,08/12/2016,21/12/2016,12/12/16 13:51,13/12/16 09:47,14/12/16 09:39,14/12/2016,ZSP1,01/01/2016,31/12/2016
000003080750,ZSP1,000000000010167307,NEORECOR 2000IU/0.3ML 6ASRG HR,NEORECORMON,27/10/2016,B2008H03,29/11/2016,11/12/2016,12/12/2016,12/12/16 13:29,13/12/16 13:49,14/12/16 11:27,14/12/2016,ZSP1,01/01/2016,31/12/2016
000003080751,ZSP1,000000000010159256,HERCEPTI 150MG 1VILY IV SI,HERCEPTIN,27/10/2016,H4780H03,12/12/2016,27/12/2016,27/12/2016,27/12/16 12:57,28/12/16 13:36,29/12/16 14:18,02/01/2017,ZSP1,01/01/2016,31/12/2016
000003080752,ZSP1,000000000010159252,HERCEPTI 150MG 1VILY IV PT,HERCEPTIN,27/10/2016,H4767H01,18/11/2016,25/11/2016,25/11/2016,28/11/16 10:56,30/11/16 08:50,30/11/16 12:10,01/12/2016,ZSP1,01/01/2016,31/12/2016
000003080753,ZSP1,000000000010167296,NEORECOR 2000IU/0.3ML 6ASRG DEATBENL,NEORECORMON,27/10/2016,B2007H02,15/11/2016,24/11/2016,25/11/2016,25/11/16 09:35,29/11/16 11:07,30/11/16 14:56,01/12/2016,ZSP1,01/01/2016,31/12/2016
000003080754,ZSP1,000000000010167345,NEORECOR 4000IU/0.3ML 6ASRG GB-IE-GRCY,NEORECORMON,27/10/2016,B2003H04,30/11/2016,12/12/2016,12/12/2016,13/12/16 12:17,14/12/16 11:20,15/12/16 11:49,15/12/2016,ZSP1,01/01/2016,31/12/2016
000003080755,ZSP1,000000000010160545,NEORECOR 10000IU/0.6ML 6ASRG ME,NEORECORMON,27/10/2016,H0643H02,29/11/2016,13/12/2016,13/12/2016,13/12/16 12:11,30/12/16 11:29,05/01/17 10:19,,ZSP1,01/01/2016,31/12/2016
000003080756,ZSP1,000000000010167301,NEORECOR 2000IU/0.3ML 6ASRG ES-PT,NEORECORMON,27/10/2016,B2008H06,02/12/2016,13/12/2016,13/12/2016,14/12/16 08:46,15/12/16 08:56,16/12/16 07:34,16/12/2016,ZSP1,01/01/2016,31/12/2016
000003080757,ZSP1,000000000010168689,ROACTEM 200MG/10ML 1VIAL IV AT,ACTEMRA,27/10/2016,B3008H12,28/11/2016,05/12/2016,06/12/2016,06/12/16 12:10,07/12/16 11:01,08/12/16 10:05,20/12/2016,ZSP1,01/01/2016,31/12/2016
000003080758,ZSP1,000000000010167306,NEORECOR 2000IU/0.3ML 6ASRG SC,NEORECORMON,27/10/2016,B2008H05,29/11/2016,09/12/2016,09/12/2016,12/12/16 13:30,14/12/16 09:39,14/12/16 16:27,15/12/2016,ZSP1,01/01/2016,31/12/2016
000003080759,ZSP1,000000000010167344,NEORECOR 4000IU/0.3ML 6ASRG FR,NEORECORMON,27/10/2016,B2003H07,05/12/2016,15/12/2016,15/12/2016,15/12/16 10:34,16/12/16 08:32,16/12/16 13:03,16/12/2016,ZSP1,01/01/2016,31/12/2016
000003080760,ZSP1,000000000010159525,AVASTIN 400MG/16ML 1VIAL IT-CLIN,AVASTIN,27/10/2016,B8024H03,06/12/2016,14/12/2016,14/12/2016,15/12/16 10:12,16/12/16 11:56,16/12/16 15:30,16/12/2016,ZSP1,01/01/2016,31/12/2016
000003080761,ZSP1,000000000010161796,MIRCERA 100MCG/0.3ML 1ASRG US-WDY,MIRCERA,27/10/2016,H0586H01,17/11/2016,21/11/2016,21/11/2016,22/11/16 16:57,24/11/16 10:58,30/11/16 12:23,01/12/2016,ZSP1,01/01/2016,31/12/2016
000003080762,ZSP1,000000000010159255,HERCEPTI 150MG 1VILY IV SK,HERCEPTIN,27/10/2016,H4768H06,09/12/2016,21/12/2016,21/12/2016,21/12/16 15:06,23/12/16 10:41,27/12/16 14:21,28/12/2016,ZSP1,01/01/2016,31/12/2016
000003080763,ZSP1,000000000010167311,NEORECOR 3000IU/0.3ML 6ASRG ES-PT,NEORECORMON,27/10/2016,B2002H10,30/11/2016,05/12/2016,05/12/2016,06/12/16 12:12,07/12/16 08:26,07/12/16 17:11,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080764,ZSP1,000000000010168697,ROACTEM 200MG/10ML 1VIAL IV ELL,ACTEMRA,27/10/2016,B3008H13,28/11/2016,06/12/2016,06/12/2016,06/12/16 12:09,07/12/16 13:40,08/12/16 15:11,09/12/2016,ZSP1,01/01/2016,31/12/2016
000003080765,ZSP1,000000000010167347,NEORECOR 4000IU/0.3ML 6ASRG RO-BG-PL,NEORECORMON,27/10/2016,B2003H05,30/11/2016,12/12/2016,13/12/2016,13/12/16 12:17,14/12/16 13:32,15/12/16 11:29,15/12/2016,ZSP1,01/01/2016,31/12/2016
000003080766,ZSP1,000000000010168702,ROACTEM 200MG/10ML 1VIAL IV GR,ACTEMRA,27/10/2016,B3008H15,29/11/2016,06/12/2016,06/12/2016,07/12/16 13:10,08/12/16 10:54,09/12/16 11:52,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080767,ZSP1,000000000010167348,NEORECOR 4000IU/0.3ML 6ASRG SC,NEORECORMON,27/10/2016,B2003H03,29/11/2016,07/12/2016,,07/12/16 13:05,09/12/16 08:44,12/12/16 11:12,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080769,ZSP1,000000000010168698,ROACTEM 200MG/10ML 1VIAL IV ES,ACTEMRA,27/10/2016,B2060H01,28/11/2016,05/12/2016,05/12/2016,06/12/16 12:14,07/12/16 14:11,09/12/16 09:35,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080771,ZSP1,000000000010167359,NEORECOR 2000IU/.3ML 1 ASRG IT-PU,NEORECORMON,27/10/2016,B2007H03,18/11/2016,30/11/2016,01/12/2016,01/12/16 13:04,02/12/16 14:04,05/12/16 15:14,07/12/2016,ZSP1,01/01/2016,31/12/2016
000003080772,ZSP1,000000000010168699,ROACTEM 200MG/10ML 1VIAL IV FI,ACTEMRA,27/10/2016,B3008H11,28/11/2016,05/12/2016,05/12/2016,06/12/16 12:15,07/12/16 10:39,08/12/16 10:00,09/12/2016,ZSP1,01/01/2016,31/12/2016
000003080773,ZSP1,000000000010168704,ROACTEM 200MG/10ML 1VIAL IV IT-CLIN,ACTEMRA,27/10/2016,B3008H17,05/12/2016,06/12/2016,06/12/2016,07/12/16 13:07,08/12/16 11:22,08/12/16 15:19,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080774,ZSP1,000000000010168705,ROACTEM 200MG/10ML 1VIAL IV NL,ACTEMRA,27/10/2016,B3008H14,29/11/2016,06/12/2016,06/12/2016,07/12/16 13:17,08/12/16 11:24,12/12/16 10:39,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080775,ZSP1,000000000010167582,RECORMON 10000IU/.6ML 6 ASRG TW,NEORECORMON,27/10/2016,,23/12/2016,,,10/01/17 09:01,11/01/17 10:12,12/01/17 07:19,,ZSP1,01/01/2016,31/12/2016
000003080776,ZSP1,000000000010167583,RECORMON 2000IU/.3ML 6 ASRG TW,NEORECORMON,27/10/2016,H6331H02,18/11/2016,26/11/2016,28/11/2016,28/11/16 10:50,29/11/16 07:49,01/12/16 11:36,02/12/2016,ZSP1,01/01/2016,31/12/2016
000003080777,ZSP1,000000000010159535,AVASTIN 400MG/16ML 1VIAL RO,AVASTIN,27/10/2016,B7233H17,12/12/2016,16/12/2016,16/12/2016,19/12/16 09:10,19/12/16 11:52,19/12/16 15:46,19/12/2016,ZSP1,01/01/2016,31/12/2016
000003080778,ZSP1,000000000010160546,NEORECOR 2000IU/0.3ML 6ASRG ME,NEORECORMON,27/10/2016,H0855H06,02/12/2016,13/12/2016,13/12/2016,14/12/16 08:46,15/12/16 10:23,16/12/16 13:36,16/12/2016,ZSP1,01/01/2016,31/12/2016
000003080779,ZSP1,000000000010167583,RECORMON 2000IU/.3ML 6 ASRG TW,NEORECORMON,27/10/2016,H6333H01,20/12/2016,21/12/2016,22/12/2016,22/12/16 15:19,28/12/16 07:37,28/12/16 12:47,29/12/2016,ZSP1,01/01/2016,31/12/2016
000003080780,ZSP1,000000000010167318,NEORECOR 6000IU/0.3ML 6ASRG CZSKHUSI,NEORECORMON,27/10/2016,B2000H14,05/12/2016,09/12/2016,,12/12/16 13:31,13/12/16 09:28,13/12/16 16:38,14/12/2016,ZSP1,01/01/2016,31/12/2016
000003080781,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTIN,27/10/2016,H4769H02,29/11/2016,01/12/2016,01/12/2016,01/12/16 12:49,02/12/16 12:47,05/12/16 12:17,07/12/2016,ZSP1,01/01/2016,31/12/2016
000003080782,ZSP1,000000000010161794,MIRCERA 50MCG/0.3ML 1ASRG US-WDY,MIRCERA,27/10/2016,H0540H02,28/11/2016,06/12/2016,09/12/2016,09/12/16 14:49,12/12/16 08:54,13/12/16 08:43,13/12/2016,ZSP1,01/01/2016,31/12/2016
000003080783,ZSP1,000000000010159522,AVASTIN 400MG/16ML 1VIAL GB-IE,AVASTIN,27/10/2016,B7233H08,06/12/2016,14/12/2016,14/12/2016,15/12/16 10:45,20/12/16 07:39,22/12/16 10:14,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080784,ZSP1,000000000010167321,NEORECOR 6000IU/0.3ML 6ASRG ES-PT,NEORECORMON,27/10/2016,B2000H15,29/11/2016,09/12/2016,09/12/2016,12/12/16 13:31,13/12/16 09:31,14/12/16 16:06,15/12/2016,ZSP1,01/01/2016,31/12/2016
000003080785,ZSP1,000000000010161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,MIRCERA,27/10/2016,H0556H02,15/12/2016,16/12/2016,19/12/2016,23/12/16 10:30,28/12/16 12:24,12/01/17 14:52,,ZSP1,01/01/2016,31/12/2016
000003080786,ZSP1,000000000010161795,MIRCERA 75MCG/0.3ML 1ASRG US-WDY,MIRCERA,27/10/2016,H0591H02,04/11/2016,09/11/2016,11/11/2016,11/11/16 11:10,14/11/16 14:06,15/11/16 11:18,16/11/2016,ZSP1,01/01/2016,31/12/2016
000003080787,ZSP1,000000000010159248,HERCEPTI 150MG 1VILY IV NL,HERCEPTIN,27/10/2016,H4768H03,08/12/2016,21/12/2016,21/12/2016,22/12/16 10:15,29/12/16 11:44,30/12/16 09:09,02/01/2017,ZSP1,01/01/2016,31/12/2016
000003080788,ZSP1,000000000010159520,AVASTIN 400MG/16ML 1VIAL ES,AVASTIN,27/10/2016,B7233H13,08/12/2016,15/12/2016,15/12/2016,21/12/16 13:51,22/12/16 07:40,22/12/16 10:25,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080789,ZSP1,000000000010159250,HERCEPTI 150MG 1VILY IV PL,HERCEPTIN,27/10/2016,H4768H04,08/12/2016,21/12/2016,21/12/2016,22/12/16 10:15,23/12/16 11:54,27/12/16 14:33,28/12/2016,ZSP1,01/01/2016,31/12/2016
000003080790,ZSP1,000000000010159239,HERCEPTI 150MG 1VILY IV GB-IE,HERCEPTIN,27/10/2016,H4773H02,08/12/2016,23/12/2016,23/12/2016,27/12/16 13:00,29/12/16 10:14,30/12/16 10:00,02/01/2017,ZSP1,01/01/2016,31/12/2016
000003080791,ZSP1,000000000010159253,HERCEPTI 150MG 1VILY IV RO,HERCEPTIN,27/10/2016,H4780H02,12/12/2016,22/12/2016,23/12/2016,23/12/16 10:53,27/12/16 11:05,10/01/17 11:15,,ZSP1,01/01/2016,31/12/2016
000003080792,ZSP1,000000000010159248,HERCEPTI 150MG 1VILY IV NL,HERCEPTIN,27/10/2016,H4770H04,08/12/2016,20/12/2016,20/12/2016,21/12/16 15:19,23/12/16 09:14,27/12/16 11:51,28/12/2016,ZSP1,01/01/2016,31/12/2016
000003080793,ZSP1,000000000010168714,ROACTEM 200MG/10ML 1VIAL IV HR,ACTEMRA,27/10/2016,B3008H16,29/11/2016,06/12/2016,06/12/2016,07/12/16 13:09,08/12/16 11:27,09/12/16 12:46,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080794,ZSP1,000000000010168730,ROACTEM 400MG/20ML 1VIAL IV FI,ACTEMRA,27/10/2016,B3013H11,24/11/2016,01/12/2016,01/12/2016,02/12/16 13:46,05/12/16 09:16,05/12/16 12:25,06/12/2016,ZSP1,01/01/2016,31/12/2016
000003080795,ZSP1,000000000010168731,ROACTEM 400MG/20ML 1VIAL IV FR-CLINCHU,ACTEMRA,27/10/2016,B3013H15,24/11/2016,01/12/2016,02/12/2016,02/12/16 13:39,06/12/16 11:41,23/12/16 11:21,27/12/2016,ZSP1,01/01/2016,31/12/2016
000003080796,ZSP1,000000000010168737,ROACTEM 400MG/20ML 1VIAL IV IT-CLIN,ACTEMRA,27/10/2016,B3013H18,24/11/2016,01/12/2016,01/12/2016,02/12/16 13:47,05/12/16 14:27,06/12/16 16:03,07/12/2016,ZSP1,01/01/2016,31/12/2016
000003080797,ZSP1,000000000010168738,ROACTEM 400MG/20ML 1VIAL IV NL,ACTEMRA,27/10/2016,B3013H16,24/11/2016,02/12/2016,02/12/2016,02/12/16 13:41,06/12/16 09:50,08/12/16 11:56,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080798,ZSP1,000000000010168739,ROACTEM 400MG/20ML 1VIAL IV PL,ACTEMRA,27/10/2016,B3013H20,24/11/2016,02/12/2016,02/12/2016,02/12/16 13:40,06/12/16 10:16,07/12/16 11:23,08/12/2016,ZSP1,01/01/2016,31/12/2016
000003080799,ZSP1,000000000010168740,ROACTEM 400MG/20ML 1VIAL IV PT,ACTEMRA,27/10/2016,B3013H14,24/11/2016,01/12/2016,01/12/2016,02/12/16 13:41,06/12/16 11:57,07/12/16 11:11,08/12/2016,ZSP1,01/01/2016,31/12/2016
000003080800,ZSP1,000000000010168720,ROACTEM 400MG/20ML 1VIAL IV AT,ACTEMRA,27/10/2016,B3013H13,24/11/2016,01/12/2016,01/12/2016,02/12/16 13:42,05/12/16 10:18,05/12/16 15:57,06/12/2016,ZSP1,01/01/2016,31/12/2016
000003080802,ZSP1,000000000010168743,ROACTEM 400MG/20ML 1VIAL IV SE,ACTEMRA,27/10/2016,B3013H19,24/11/2016,02/12/2016,02/12/2016,02/12/16 13:38,06/12/16 12:31,07/12/16 11:18,08/12/2016,ZSP1,01/01/2016,31/12/2016
000003080803,ZSP1,000000000010168753,ROACTEM 80MG/4ML 1VIAL IV FR-CLINCHU,ACTEMRA,27/10/2016,B3010H11,29/11/2016,06/12/2016,07/12/2016,07/12/16 13:04,08/12/16 08:47,22/12/16 10:36,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080804,ZSP1,000000000010168756,ROACTEM 80MG/4ML 1VIAL IV IE,ACTEMRA,27/10/2016,B3010H14,29/11/2016,07/12/2016,07/12/2016,08/12/16 16:00,09/12/16 11:27,13/12/16 10:27,13/12/2016,ZSP1,01/01/2016,31/12/2016
000003080805,ZSP1,000000000010168748,ROACTEM 80MG/4ML 1VIAL IV DK-NO-IS,ACTEMRA,27/10/2016,B3010H12,29/11/2016,07/12/2016,07/12/2016,08/12/16 16:02,09/12/16 08:41,13/12/16 11:06,13/12/2016,ZSP1,01/01/2016,31/12/2016
000003080806,ZSP1,000000000010168763,ROACTEM 80MG/4ML 1VIAL IV SI,ACTEMRA,27/10/2016,B3010H15,29/11/2016,07/12/2016,07/12/2016,08/12/16 15:59,09/12/16 10:24,13/12/16 10:41,13/12/2016,ZSP1,01/01/2016,31/12/2016
000003080807,ZSP1,000000000010168760,ROACTEM 80MG/4ML 1VIAL IV PT,ACTEMRA,27/10/2016,B3010H13,29/11/2016,07/12/2016,07/12/2016,08/12/16 16:00,09/12/16 08:24,13/12/16 09:38,13/12/2016,ZSP1,01/01/2016,31/12/2016
000003080808,ZSP1,000000000010169200,PERJETA 420MG/14ML 1VIAL HU,PERJETA,27/10/2016,H0186H07,12/12/2016,19/12/2016,19/12/2016,20/12/16 10:17,21/12/16 12:18,22/12/16 13:13,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080809,ZSP1,000000000010169198,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA,27/10/2016,H0186H03,12/12/2016,19/12/2016,19/12/2016,19/12/16 16:22,21/12/16 08:19,22/12/16 10:14,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080810,ZSP1,000000000010169201,PERJETA 420MG/14ML 1VIAL IT-CLIN,PERJETA,27/10/2016,H0185H08,01/12/2016,05/12/2016,05/12/2016,05/12/16 12:04,07/12/16 14:05,08/12/16 10:30,09/12/2016,ZSP1,01/01/2016,31/12/2016
000003080811,ZSP1,000000000010168724,ROACTEM 400MG/20ML 1VIAL IV DE-CHU,ACTEMRA,27/10/2016,B3013H17,24/11/2016,02/12/2016,02/12/2016,02/12/16 13:40,05/12/16 12:00,05/12/16 16:04,06/12/2016,ZSP1,01/01/2016,31/12/2016
000003080812,ZSP1,000000000010169322,RECORMON 5000IU/.3ML 6 ASRG PK,NEORECORMON,27/10/2016,H0660H07,15/11/2016,21/11/2016,21/11/2016,22/11/16 16:57,23/11/16 09:20,23/11/16 13:41,24/11/2016,ZSP1,01/01/2016,31/12/2016
000003080813,ZSP1,000000000010170224,MIRCERA 360MCG/0.6ML 1ASRG KR,MIRCERA,27/10/2016,H0024H01,02/12/2016,06/12/2016,06/12/2016,07/12/16 13:16,08/12/16 14:14,15/12/16 10:32,15/12/2016,ZSP1,01/01/2016,31/12/2016
000003080814,ZSP1,000000000010169201,PERJETA 420MG/14ML 1VIAL IT-CLIN,PERJETA,27/10/2016,H0185H09,06/12/2016,16/12/2016,16/12/2016,19/12/16 09:05,19/12/16 13:44,19/12/16 15:12,20/12/2016,ZSP1,01/01/2016,31/12/2016
000003080817,ZSP1,000000000010174956,RECORMON 50000IU 1VILY MX,NEORECORMON,27/10/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003080818,ZSP1,000000000010174961,NEORECOR 50000IU 1VILY PL,NEORECORMON,27/10/2016,H0711H01,24/11/2016,28/11/2016,05/12/2016,06/12/16 12:16,07/12/16 07:45,08/12/16 10:57,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080819,ZSP1,000000000010174962,NEORECOR 50000IU 1VILY ES,NEORECORMON,27/10/2016,H0710H05,17/11/2016,23/11/2016,28/11/2016,29/11/16 14:29,30/11/16 10:05,30/11/16 16:34,02/12/2016,ZSP1,01/01/2016,31/12/2016
000003080821,ZSP1,000000000010174961,NEORECOR 50000IU 1VILY PL,NEORECORMON,27/10/2016,H0711H02,24/11/2016,05/12/2016,07/12/2016,07/12/16 13:00,08/12/16 14:11,12/12/16 15:10,13/12/2016,ZSP1,01/01/2016,31/12/2016
000003080822,ZSP1,000000000010167324,NEORECOR 6000IU/0.3ML 6ASRG GB-IE-GRCY,NEORECORMON,27/10/2016,B2000H13,16/11/2016,18/11/2016,18/11/2016,18/11/16 17:32,21/11/16 08:57,22/11/16 13:43,23/11/2016,ZSP1,01/01/2016,31/12/2016
000003080823,ZSP1,000000000010167372,NEORECOR 5000IU/.3ML 1 ASRG IT-PU,NEORECORMON,27/10/2016,B2002H03,24/11/2016,08/12/2016,21/12/2016,09/12/16 14:51,12/12/16 10:04,20/12/16 16:02,21/12/2016,ZSP1,01/01/2016,31/12/2016
000003080824,ZSP1,000000000010173697,MIRCERA 100MCG/0.3ML 1ASRG AU,MIRCERA,27/10/2016,H0576H11,01/12/2016,20/12/2016,20/12/2016,21/12/16 15:50,22/12/16 11:53,23/12/16 11:53,27/12/2016,ZSP1,01/01/2016,31/12/2016
000003080825,ZSP1,000000000010171536,BONIVA 3MG/3ML 1ASRG US,BONVIVA,27/10/2016,H6279H19,09/11/2016,14/11/2016,14/11/2016,14/11/16 13:29,17/11/16 13:27,23/11/16 14:49,24/11/2016,ZSP1,01/01/2016,31/12/2016
000003080832,ZSP1,000000000010108991,NEORECOR 4000IU/.3ML 6 ASRG DEATBENL,NEORECORMON,27/10/2016,H0678H03,28/10/2016,09/11/2016,10/11/2016,10/11/16 13:12,11/11/16 09:39,14/11/16 12:14,15/11/2016,ZSP1,01/01/2016,31/12/2016
000003080840,ZSP1,000000000010168744,ROACTEM 80MG/4ML 1VIAL IV BG,ACTEMRA,27/10/2016,B3012H01,23/12/2016,02/01/2017,02/01/2017,10/01/17 08:42,10/01/17 11:14,18/01/17 12:52,,ZSP1,01/01/2016,31/12/2016
000003080841,ZSP1,000000000010168762,ROACTEM 80MG/4ML 1VIAL IV SE,ACTEMRA,27/10/2016,B3010H16,29/11/2016,07/12/2016,07/12/2016,08/12/16 15:57,09/12/16 10:34,09/12/16 13:41,15/12/2016,ZSP1,01/01/2016,31/12/2016
000003080842,ZSP1,000000000010169197,PERJETA 420MG/14ML 1VIAL FR-CLIN,PERJETA,27/10/2016,H0184H04,06/12/2016,16/12/2016,16/12/2016,19/12/16 09:01,20/12/16 08:47,21/12/16 15:57,21/12/2016,ZSP1,01/01/2016,31/12/2016
000003080843,ZSP1,000000000010169193,PERJETA 420MG/14ML 1VIAL DE,PERJETA,27/10/2016,H0186H01,12/12/2016,19/12/2016,19/12/2016,19/12/16 16:23,20/12/16 14:10,22/12/16 10:02,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080844,ZSP1,000000000010169194,PERJETA 420MG/14ML 1VIAL DK-NO-IS,PERJETA,27/10/2016,H0186H02,12/12/2016,19/12/2016,19/12/2016,19/12/16 16:16,21/12/16 10:53,22/12/16 10:09,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080845,ZSP1,000000000010169203,PERJETA 420MG/14ML 1VIAL PL,PERJETA,27/10/2016,H0186H04,12/12/2016,19/12/2016,19/12/2016,20/12/16 10:21,21/12/16 14:12,22/12/16 10:18,22/12/2016,ZSP1,01/01/2016,31/12/2016
000003080846,ZSP1,000000000010169202,PERJETA 420MG/14ML 1VIAL NL,PERJETA,27/10/2016,H0184H02,06/12/2016,16/12/2016,16/12/2016,19/12/16 09:02,19/12/16 12:16,19/12/16 15:05,20/12/2016,ZSP1,01/01/2016,31/12/2016
000003080847,ZSP1,000000000010169204,PERJETA 420MG/14ML 1VIAL PT,PERJETA,27/10/2016,H0184H03,06/12/2016,16/12/2016,16/12/2016,19/12/16 09:02,20/12/16 08:56,21/12/16 15:51,21/12/2016,ZSP1,01/01/2016,31/12/2016
000003080848,ZSP1,000000000010169208,PERJETA 420MG/14ML 1VIAL SI,PERJETA,27/10/2016,H0186H05,12/12/2016,19/12/2016,19/12/2016,20/12/16 10:21,22/12/16 14:05,23/12/16 11:36,27/12/2016,ZSP1,01/01/2016,31/12/2016
000003080849,ZSP1,000000000010169209,PERJETA 420MG/14ML 1VIAL BG,PERJETA,27/10/2016,H0186H06,12/12/2016,19/12/2016,19/12/2016,20/12/16 10:17,23/12/16 09:07,23/12/16 11:41,27/12/2016,ZSP1,01/01/2016,31/12/2016
000003080850,ZSP1,000000000010171229,RECORMON 10000IU/0.6ML 6ASRG FE-24,NEORECORMON,27/10/2016,H6212H14,21/11/2016,24/11/2016,24/11/2016,25/11/16 09:38,29/11/16 08:50,30/11/16 11:54,01/12/2016,ZSP1,01/01/2016,31/12/2016
000003080855,ZSP1,000000000010174963,RECORMON 50000IU 1VILY PRISA,NEORECORMON,27/10/2016,H0710H04,11/11/2016,23/11/2016,23/11/2016,23/11/16 13:19,05/12/16 13:01,13/12/16 15:47,14/12/2016,ZSP1,01/01/2016,31/12/2016
000003080856,ZSP1,000000000010167349,NEORECOR 4000IU/0.3ML 6ASRG HR,NEORECORMON,27/10/2016,B2003H02,21/11/2016,06/12/2016,07/12/2016,07/12/16 13:06,08/12/16 11:16,09/12/16 10:33,12/12/2016,ZSP1,01/01/2016,31/12/2016
000003080986,ZSP1,000000000010169198,PERJETA 420MG/14ML 1VIAL GB-IE,PERJETA,28/10/2016,H0179H04,08/11/2016,25/11/2016,25/11/2016,25/11/16 14:30,28/11/16 08:49,29/11/16 11:09,30/11/2016,ZSP1,01/01/2016,31/12/2016
000003081021,ZSP1,000000000010159230,HERCEPTI 150MG 1VILY IV BG,HERCEPTIN,28/10/2016,H4767H02,18/11/2016,25/11/2016,25/11/2016,28/11/16 10:57,28/11/16 12:21,05/12/16 12:08,06/12/2016,ZSP1,01/01/2016,31/12/2016
000003081036,ZSP1,000000000010110644,RECORMON 2000IU/.3ML 6 ASRG CIS,NEORECORMON,28/10/2016,H0853H03,08/11/2016,16/11/2016,16/11/2016,17/11/16 13:06,21/11/16 10:01,21/11/16 15:46,22/11/2016,ZSP1,01/01/2016,31/12/2016
000003081039,ZSP1,000000000010108944,NEORECOR 10000IU/.6ML 6 ASRG GB-IE-GRCY,NEORECORMON,28/10/2016,H0638H07,09/11/2016,21/11/2016,21/11/2016,21/11/16 14:36,22/11/16 08:33,06/12/16 12:38,07/12/2016,ZSP1,01/01/2016,31/12/2016
000003081046,ZSP1,000000000010159051,AVASTIN 100MG/4ML 1VIAL SE-FI,AVASTIN,02/11/2016,B7214H07,04/11/2016,09/11/2016,09/11/2016,09/11/16 14:35,11/11/16 10:15,15/11/16 12:45,16/11/2016,ZSP1,01/01/2016,31/12/2016
000003081047,ZSP1,000000000010159045,AVASTIN 100MG/4ML 1VIAL HU,AVASTIN,02/11/2016,B7214H12,30/11/2016,12/12/2016,12/12/2016,13/12/16 12:19,14/12/16 08:35,14/12/16 15:34,14/12/2016,ZSP1,01/01/2016,31/12/2016
000003081060,ZSP1,000000000010159042,AVASTIN 100MG/4ML 1VIAL GR-CY,AVASTIN,02/11/2016,B7214H08,04/11/2016,09/11/2016,09/11/2016,09/11/16 14:34,11/11/16 12:23,14/11/16 13:47,15/11/2016,ZSP1,01/01/2016,31/12/2016
000003081067,ZSP1,000000000010176979,MIRCERA 50MCG/0.3ML 1ASRG Q-BATCH,MIRCERA,03/11/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003081070,ZSP1,000000000010110637,RECORMON 2000IU/.3ML 6 ASRG FE,NEORECORMON,03/11/2016,H0854H01,16/11/2016,17/11/2016,18/11/2016,18/11/16 17:38,21/11/16 09:04,23/11/16 13:13,24/11/2016,ZSP1,01/01/2016,31/12/2016
000003081092,ZSP1,000000000010110657,RECORMON 30000IU/.6ML 1 ASRG CIS,NEORECORMON,04/11/2016,H0636H05,25/11/2016,01/12/2016,01/12/2016,01/12/16 13:00,02/12/16 09:53,06/12/16 09:21,07/12/2016,ZSP1,01/01/2016,31/12/2016
000003081094,ZSP1,000000000010161798,MIRCERA 200MCG/0.3ML 1ASRG US-WDY,MIRCERA,04/11/2016,,,,,,,,,ZSP1,01/01/2016,31/12/2016
000003081112,ZSP1,000000000010161801,MIRCERA 30MCG/0.3ML 1ASRG US-WDY,MIRCERA,04/11/2016,H0555H02,28/11/2016,01/12/2016,02/12/2016,06/12/16 12:13,07/12/16 08:41,21/12/16 13:56,21/12/2016,ZSP1,01/01/2016,31/12/2016
